NumerGeneracji;Wielkoœæ Populacji;Liczba Krzy¿owañ;Liczba Mutacji;Prawdopodobieñstwo Mutacji;Optymalna Œcie¿ka;Najlepsza Œcie¿ka;Najlepsza w danej Populacji
0;12;4;4;0.300000;39;92;92
1;13;5;4;0.303000;39;92;92
2;14;6;3;0.306000;39;92;92
3;15;7;3;0.309000;39;92;92
4;16;8;4;0.312000;39;92;92
5;12;4;1;0.300000;39;82;82
6;13;5;3;0.303000;39;82;82
7;14;6;1;0.306000;39;82;82
8;15;7;4;0.309000;39;82;82
9;16;8;2;0.312000;39;82;82
10;17;9;1;0.315000;39;82;82
11;12;4;7;0.300000;39;76;76
12;13;5;7;0.303000;39;76;76
13;14;6;3;0.306000;39;76;76
14;15;7;3;0.309000;39;76;76
15;16;8;2;0.312000;39;76;76
16;12;4;4;0.300000;39;73;73
17;13;5;5;0.303000;39;73;73
18;14;6;2;0.306000;39;73;73
19;12;4;1;0.300000;39;66;66
20;13;5;2;0.303000;39;66;66
21;14;6;3;0.306000;39;66;66
22;15;7;4;0.309000;39;66;66
23;16;8;7;0.312000;39;66;66
24;12;4;2;0.300000;39;63;63
25;13;5;6;0.303000;39;63;63
26;14;6;3;0.306000;39;63;63
27;15;7;3;0.309000;39;63;63
28;16;8;4;0.312000;39;63;63
29;17;9;5;0.315000;39;63;63
30;18;10;4;0.318000;39;63;63
31;19;11;3;0.321000;39;63;63
32;20;12;5;0.324000;39;63;63
33;21;13;6;0.327000;39;63;63
34;22;14;8;0.330000;39;63;63
35;23;15;5;0.333000;39;63;63
36;24;16;8;0.336000;39;63;63
37;25;17;10;0.339000;39;63;63
38;26;18;14;0.342000;39;63;63
39;27;19;14;0.345000;39;63;63
40;28;20;15;0.348000;39;63;63
41;29;21;7;0.351000;39;63;63
42;30;22;12;0.354000;39;63;63
43;31;23;15;0.357000;39;63;63
44;32;24;13;0.360000;39;63;63
45;33;25;20;0.363000;39;63;63
46;34;26;20;0.366000;39;63;63
