NumerGeneracji;Wielkoœæ Populacji;Liczba Krzy¿owañ;Liczba Mutacji;Prawdopodobieñstwo Mutacji;Optymalna Œcie¿ka;Najlepsza Œcie¿ka;Najlepsza w danej Populacji
0;31;10;9;0.300000;1613;5469;5469
1;32;10;3;0.300000;1613;5469;5469
2;30;10;7;0.300000;1613;5218;5218
3;30;10;6;0.300000;1613;5052;5052
4;30;10;3;0.300000;1613;5050;5050
5;31;10;1;0.300000;1613;5050;5050
6;32;10;4;0.300000;1613;5050;5050
7;33;10;4;0.300000;1613;5050;5050
8;34;10;4;0.300000;1613;5050;5050
9;30;10;3;0.300000;1613;4832;4832
10;31;10;4;0.300000;1613;4832;4832
11;32;10;8;0.300000;1613;4832;4832
12;33;10;6;0.300000;1613;4832;4832
13;34;10;5;0.300000;1613;4832;4832
14;30;10;6;0.300000;1613;4806;4806
15;31;10;4;0.300000;1613;4806;4806
16;30;10;7;0.300000;1613;4691;4691
17;31;10;6;0.300000;1613;4691;4691
18;32;10;6;0.300000;1613;4691;4691
19;33;10;7;0.300000;1613;4691;4691
20;34;10;4;0.300000;1613;4691;4691
21;35;10;5;0.300000;1613;4691;4691
22;30;10;3;0.300000;1613;4654;4654
23;31;10;7;0.300000;1613;4654;4654
24;30;10;6;0.300000;1613;4607;4607
25;30;10;9;0.300000;1613;4573;4573
26;31;10;5;0.300000;1613;4573;4573
27;32;10;11;0.300000;1613;4573;4573
28;30;10;5;0.300000;1613;4493;4493
29;30;10;10;0.300000;1613;4466;4466
30;30;10;10;0.300000;1613;4407;4407
31;30;10;5;0.300000;1613;4228;4228
32;31;10;3;0.300000;1613;4228;4228
33;32;10;3;0.300000;1613;4228;4228
34;33;10;3;0.300000;1613;4228;4228
35;34;10;4;0.300000;1613;4228;4228
36;35;10;4;0.300000;1613;4228;4228
37;36;10;4;0.300000;1613;4228;4228
38;30;10;7;0.300000;1613;4083;4083
39;31;10;5;0.300000;1613;4083;4083
40;32;10;5;0.300000;1613;4083;4083
41;33;10;4;0.300000;1613;4083;4083
42;34;10;7;0.300000;1613;4083;4083
43;35;10;7;0.300000;1613;4083;4083
44;36;10;4;0.300000;1613;4083;4083
45;37;10;6;0.300000;1613;4083;4083
46;38;10;6;0.300000;1613;4083;4083
47;39;10;6;0.300000;1613;4083;4083
48;40;10;3;0.300000;1613;4083;4083
49;41;10;2;0.300000;1613;4083;4083
50;30;10;4;0.300000;1613;4074;4074
51;31;10;8;0.300000;1613;4074;4074
52;32;10;4;0.300000;1613;4074;4074
53;33;10;7;0.300000;1613;4074;4074
54;34;10;3;0.300000;1613;4074;4074
55;30;10;7;0.300000;1613;4047;4047
56;31;10;5;0.300000;1613;4047;4047
57;32;10;7;0.300000;1613;4047;4047
58;33;10;2;0.300000;1613;4047;4047
59;34;10;5;0.300000;1613;4047;4047
60;30;10;8;0.300000;1613;4013;4013
61;31;10;6;0.300000;1613;4013;4013
62;32;10;4;0.300000;1613;4013;4013
63;33;10;5;0.300000;1613;4013;4013
64;34;10;4;0.300000;1613;4013;4013
65;35;10;6;0.300000;1613;4013;4013
66;36;10;4;0.300000;1613;4013;4013
67;37;10;4;0.300000;1613;4013;4013
68;38;10;2;0.300000;1613;4013;4013
69;30;10;6;0.300000;1613;3926;3926
70;31;10;2;0.300000;1613;3926;3926
71;32;10;6;0.300000;1613;3926;3926
72;33;10;4;0.300000;1613;3926;3926
73;34;10;7;0.300000;1613;3926;3926
74;35;10;5;0.300000;1613;3926;3926
75;36;10;5;0.300000;1613;3926;3926
76;37;10;7;0.300000;1613;3926;3926
77;38;10;10;0.300000;1613;3926;3926
78;39;10;7;0.300000;1613;3926;3926
79;40;10;6;0.300000;1613;3926;3926
80;41;10;4;0.300000;1613;3926;3926
81;42;10;6;0.300000;1613;3926;3926
82;43;10;8;0.300000;1613;3926;3926
83;30;10;3;0.300000;1613;3920;3920
84;30;10;7;0.300000;1613;3765;3765
85;31;10;5;0.300000;1613;3765;3765
86;32;10;8;0.300000;1613;3765;3765
87;33;10;5;0.300000;1613;3765;3765
88;30;10;5;0.300000;1613;3734;3734
89;30;10;11;0.300000;1613;3674;3674
90;31;10;4;0.300000;1613;3674;3674
91;32;10;5;0.300000;1613;3674;3674
92;33;10;7;0.300000;1613;3674;3674
93;34;10;4;0.300000;1613;3674;3674
94;35;10;3;0.300000;1613;3674;3674
95;36;10;6;0.300000;1613;3674;3674
96;37;10;7;0.300000;1613;3674;3674
97;38;10;6;0.300000;1613;3674;3674
98;39;10;7;0.300000;1613;3674;3674
99;40;10;1;0.300000;1613;3674;3674
100;41;10;5;0.300000;1613;3674;3674
101;42;10;9;0.300000;1613;3674;3674
102;43;10;4;0.300000;1613;3674;3674
103;44;10;5;0.300000;1613;3674;3674
104;45;10;6;0.300000;1613;3674;3674
105;46;10;7;0.300000;1613;3674;3674
106;30;10;7;0.300000;1613;3641;3641
107;31;10;5;0.300000;1613;3641;3641
108;32;10;6;0.300000;1613;3641;3641
109;30;10;8;0.300000;1613;3553;3553
110;31;10;4;0.300000;1613;3553;3553
111;32;10;3;0.300000;1613;3553;3553
112;33;10;5;0.300000;1613;3553;3553
113;34;10;8;0.300000;1613;3553;3553
114;35;10;7;0.300000;1613;3553;3553
115;36;10;7;0.300000;1613;3553;3553
116;37;10;6;0.300000;1613;3553;3553
117;38;10;3;0.300000;1613;3553;3553
118;39;10;3;0.300000;1613;3553;3553
119;40;10;7;0.300000;1613;3553;3553
120;41;10;5;0.300000;1613;3553;3553
121;42;10;3;0.300000;1613;3553;3553
122;43;10;6;0.300000;1613;3553;3553
123;44;10;10;0.300000;1613;3553;3553
124;45;10;8;0.300000;1613;3553;3553
125;46;10;6;0.300000;1613;3553;3553
126;47;10;7;0.300000;1613;3553;3553
127;48;10;4;0.300000;1613;3553;3553
128;49;10;4;0.300000;1613;3553;3553
129;50;10;6;0.300000;1613;3553;3553
130;51;10;7;0.300000;1613;3553;3553
131;52;10;6;0.300000;1613;3553;3553
132;53;10;3;0.300000;1613;3553;3553
133;54;10;6;0.300000;1613;3553;3553
134;55;10;3;0.300000;1613;3553;3553
135;56;10;1;0.300000;1613;3553;3553
136;57;10;5;0.300000;1613;3553;3553
137;58;10;6;0.300000;1613;3553;3553
138;30;10;5;0.300000;1613;3545;3545
139;31;10;5;0.300000;1613;3545;3545
140;32;10;8;0.300000;1613;3545;3545
141;33;10;6;0.300000;1613;3545;3545
142;34;10;2;0.300000;1613;3545;3545
143;30;10;11;0.300000;1613;3463;3463
144;30;10;10;0.300000;1613;3435;3435
145;31;10;6;0.300000;1613;3435;3435
146;32;10;9;0.300000;1613;3435;3435
147;33;10;5;0.300000;1613;3435;3435
148;34;10;4;0.300000;1613;3435;3435
149;35;10;3;0.300000;1613;3435;3435
150;36;10;4;0.300000;1613;3435;3435
151;37;10;4;0.300000;1613;3435;3435
152;38;10;3;0.300000;1613;3435;3435
153;39;10;2;0.300000;1613;3435;3435
154;40;10;3;0.300000;1613;3435;3435
155;41;10;4;0.300000;1613;3435;3435
156;42;10;7;0.300000;1613;3435;3435
157;43;10;7;0.300000;1613;3435;3435
158;44;10;4;0.300000;1613;3435;3435
159;45;10;5;0.300000;1613;3435;3435
160;46;10;8;0.300000;1613;3435;3435
161;47;10;7;0.300000;1613;3435;3435
162;48;10;4;0.300000;1613;3435;3435
163;49;10;7;0.300000;1613;3435;3435
164;50;10;3;0.300000;1613;3435;3435
165;51;10;5;0.300000;1613;3435;3435
166;52;10;7;0.300000;1613;3435;3435
167;53;10;6;0.300000;1613;3435;3435
168;54;10;7;0.300000;1613;3435;3435
169;55;10;5;0.300000;1613;3435;3435
170;56;10;6;0.300000;1613;3435;3435
171;57;10;6;0.300000;1613;3435;3435
172;58;10;2;0.300000;1613;3435;3435
173;30;10;5;0.300000;1613;3361;3361
174;31;10;5;0.300000;1613;3361;3361
175;32;10;9;0.300000;1613;3361;3361
176;33;10;8;0.300000;1613;3361;3361
177;34;10;7;0.300000;1613;3361;3361
178;35;10;6;0.300000;1613;3361;3361
179;30;10;9;0.300000;1613;3334;3334
180;31;10;6;0.300000;1613;3334;3334
181;32;10;3;0.300000;1613;3334;3334
182;33;10;6;0.300000;1613;3334;3334
183;34;10;3;0.300000;1613;3334;3334
184;35;10;7;0.300000;1613;3334;3334
185;36;10;6;0.300000;1613;3334;3334
186;30;10;7;0.300000;1613;3316;3316
187;31;10;4;0.300000;1613;3316;3316
188;32;10;5;0.300000;1613;3316;3316
189;30;10;3;0.300000;1613;3248;3248
190;31;10;5;0.300000;1613;3248;3248
191;32;10;5;0.300000;1613;3248;3248
192;33;10;5;0.300000;1613;3248;3248
193;34;10;4;0.300000;1613;3248;3248
194;35;10;1;0.300000;1613;3248;3248
195;36;10;4;0.300000;1613;3248;3248
196;37;10;3;0.300000;1613;3248;3248
197;38;10;3;0.300000;1613;3248;3248
198;39;10;6;0.300000;1613;3248;3248
199;40;10;7;0.300000;1613;3248;3248
200;41;10;5;0.300000;1613;3248;3248
201;42;10;4;0.300000;1613;3248;3248
202;43;10;4;0.300000;1613;3248;3248
203;44;10;6;0.300000;1613;3248;3248
204;45;10;7;0.300000;1613;3248;3248
205;30;10;3;0.300000;1613;3216;3216
206;31;10;7;0.300000;1613;3216;3216
207;32;10;8;0.300000;1613;3216;3216
208;33;10;8;0.300000;1613;3216;3216
209;34;10;4;0.300000;1613;3216;3216
210;35;10;8;0.300000;1613;3216;3216
211;36;10;5;0.300000;1613;3216;3216
212;37;10;3;0.300000;1613;3216;3216
213;38;10;7;0.300000;1613;3216;3216
214;39;10;8;0.300000;1613;3216;3216
215;40;10;8;0.300000;1613;3216;3216
216;41;10;9;0.300000;1613;3216;3216
217;42;10;8;0.300000;1613;3216;3216
218;43;10;7;0.300000;1613;3216;3216
219;44;10;5;0.300000;1613;3216;3216
220;30;10;11;0.300000;1613;3164;3164
221;31;10;7;0.300000;1613;3164;3164
222;32;10;1;0.300000;1613;3164;3164
223;33;10;4;0.300000;1613;3164;3164
224;30;10;6;0.300000;1613;3146;3146
225;31;10;9;0.300000;1613;3146;3146
226;32;10;5;0.300000;1613;3146;3146
227;33;10;6;0.300000;1613;3146;3146
228;34;10;4;0.300000;1613;3146;3146
229;35;10;5;0.300000;1613;3146;3146
230;36;10;2;0.300000;1613;3146;3146
231;37;10;4;0.300000;1613;3146;3146
232;38;10;4;0.300000;1613;3146;3146
233;39;10;8;0.300000;1613;3146;3146
234;40;10;7;0.300000;1613;3146;3146
235;41;10;7;0.300000;1613;3146;3146
236;42;10;3;0.300000;1613;3146;3146
237;43;10;9;0.300000;1613;3146;3146
238;44;10;6;0.300000;1613;3146;3146
239;45;10;2;0.300000;1613;3146;3146
240;46;10;5;0.300000;1613;3146;3146
241;47;10;5;0.300000;1613;3146;3146
242;48;10;8;0.300000;1613;3146;3146
243;49;10;8;0.300000;1613;3146;3146
244;50;10;5;0.300000;1613;3146;3146
245;51;10;3;0.300000;1613;3146;3146
246;52;10;5;0.300000;1613;3146;3146
247;53;10;8;0.300000;1613;3146;3146
248;54;10;7;0.300000;1613;3146;3146
249;55;10;4;0.300000;1613;3146;3146
250;56;10;4;0.300000;1613;3146;3146
251;57;10;7;0.300000;1613;3146;3146
252;30;10;6;0.300000;1613;3100;3100
253;31;10;7;0.300000;1613;3100;3100
254;32;10;5;0.300000;1613;3100;3100
255;33;10;4;0.300000;1613;3100;3100
256;34;10;2;0.300000;1613;3100;3100
257;35;10;5;0.300000;1613;3100;3100
258;36;10;6;0.300000;1613;3100;3100
259;37;10;6;0.300000;1613;3100;3100
260;38;10;0;0.300000;1613;3100;3100
261;39;10;6;0.300000;1613;3100;3100
262;40;10;6;0.300000;1613;3100;3100
263;41;10;5;0.300000;1613;3100;3100
264;42;10;5;0.300000;1613;3100;3100
265;43;10;7;0.300000;1613;3100;3100
266;44;10;7;0.300000;1613;3100;3100
267;45;10;6;0.300000;1613;3100;3100
268;46;10;4;0.300000;1613;3100;3100
269;47;10;5;0.300000;1613;3100;3100
270;48;10;5;0.300000;1613;3100;3100
271;49;10;5;0.300000;1613;3100;3100
272;50;10;7;0.300000;1613;3100;3100
273;30;10;3;0.300000;1613;3099;3099
274;31;10;4;0.300000;1613;3099;3099
275;30;10;3;0.300000;1613;3008;3008
276;31;10;4;0.300000;1613;3008;3008
277;32;10;6;0.300000;1613;3008;3008
278;33;10;7;0.300000;1613;3008;3008
279;34;10;6;0.300000;1613;3008;3008
280;35;10;3;0.300000;1613;3008;3008
281;36;10;2;0.300000;1613;3008;3008
282;37;10;4;0.300000;1613;3008;3008
283;38;10;6;0.300000;1613;3008;3008
284;39;10;3;0.300000;1613;3008;3008
285;40;10;5;0.300000;1613;3008;3008
286;41;10;6;0.300000;1613;3008;3008
287;42;10;8;0.300000;1613;3008;3008
288;43;10;8;0.300000;1613;3008;3008
289;44;10;5;0.300000;1613;3008;3008
290;45;10;6;0.300000;1613;3008;3008
291;46;10;6;0.300000;1613;3008;3008
292;47;10;4;0.300000;1613;3008;3008
293;48;10;4;0.300000;1613;3008;3008
294;49;10;3;0.300000;1613;3008;3008
295;50;10;2;0.300000;1613;3008;3008
296;51;10;4;0.300000;1613;3008;3008
297;52;10;8;0.300000;1613;3008;3008
298;53;10;3;0.300000;1613;3008;3008
299;54;10;3;0.300000;1613;3008;3008
300;55;10;7;0.300000;1613;3008;3008
301;56;10;5;0.300000;1613;3008;3008
302;57;10;8;0.300000;1613;3008;3008
303;58;10;6;0.300000;1613;3008;3008
304;30;10;8;0.300000;1613;2933;2933
305;31;10;5;0.300000;1613;2933;2933
306;32;10;6;0.300000;1613;2933;2933
307;33;10;8;0.300000;1613;2933;2933
308;34;10;5;0.300000;1613;2933;2933
309;35;10;4;0.300000;1613;2933;2933
310;36;10;2;0.300000;1613;2933;2933
311;37;10;1;0.300000;1613;2933;2933
312;38;10;4;0.300000;1613;2933;2933
313;39;10;3;0.300000;1613;2933;2933
314;40;10;2;0.300000;1613;2933;2933
315;30;10;9;0.300000;1613;2909;2909
316;31;10;5;0.300000;1613;2909;2909
317;32;10;4;0.300000;1613;2909;2909
318;33;10;6;0.300000;1613;2909;2909
319;34;10;3;0.300000;1613;2909;2909
320;35;10;3;0.300000;1613;2909;2909
321;36;10;3;0.300000;1613;2909;2909
322;37;10;6;0.300000;1613;2909;2909
323;38;10;9;0.300000;1613;2909;2909
324;39;10;4;0.300000;1613;2909;2909
325;30;10;7;0.300000;1613;2899;2899
326;31;10;3;0.300000;1613;2899;2899
327;32;10;5;0.300000;1613;2899;2899
328;33;10;1;0.300000;1613;2899;2899
329;34;10;6;0.300000;1613;2899;2899
330;35;10;4;0.300000;1613;2899;2899
331;36;10;4;0.300000;1613;2899;2899
332;37;10;7;0.300000;1613;2899;2899
333;38;10;4;0.300000;1613;2899;2899
334;39;10;4;0.300000;1613;2899;2899
335;40;10;6;0.300000;1613;2899;2899
336;41;10;5;0.300000;1613;2899;2899
337;42;10;4;0.300000;1613;2899;2899
338;43;10;4;0.300000;1613;2899;2899
339;44;10;6;0.300000;1613;2899;2899
340;45;10;10;0.300000;1613;2899;2899
341;46;10;8;0.300000;1613;2899;2899
342;47;10;7;0.300000;1613;2899;2899
343;48;10;8;0.300000;1613;2899;2899
344;49;10;10;0.300000;1613;2899;2899
345;50;10;5;0.300000;1613;2899;2899
346;51;10;3;0.300000;1613;2899;2899
347;52;10;3;0.300000;1613;2899;2899
348;53;10;4;0.300000;1613;2899;2899
349;54;10;2;0.300000;1613;2899;2899
350;55;10;4;0.300000;1613;2899;2899
351;56;10;5;0.300000;1613;2899;2899
352;57;10;3;0.300000;1613;2899;2899
353;30;10;6;0.300000;1613;2873;2873
354;31;10;4;0.300000;1613;2873;2873
355;32;10;6;0.300000;1613;2873;2873
356;33;10;6;0.300000;1613;2873;2873
357;34;10;7;0.300000;1613;2873;2873
358;35;10;4;0.300000;1613;2873;2873
359;36;10;14;0.300000;1613;2873;2873
360;37;10;14;0.300000;1613;2873;2873
361;38;10;6;0.300000;1613;2873;2873
362;39;10;5;0.300000;1613;2873;2873
363;40;10;6;0.300000;1613;2873;2873
364;41;10;9;0.300000;1613;2873;2873
365;42;10;4;0.300000;1613;2873;2873
366;43;10;4;0.300000;1613;2873;2873
367;44;10;7;0.300000;1613;2873;2873
368;45;10;7;0.300000;1613;2873;2873
369;46;10;5;0.300000;1613;2873;2873
370;47;10;4;0.300000;1613;2873;2873
371;48;10;8;0.300000;1613;2873;2873
372;49;10;6;0.300000;1613;2873;2873
373;50;10;3;0.300000;1613;2873;2873
374;51;10;4;0.300000;1613;2873;2873
375;52;10;8;0.300000;1613;2873;2873
376;53;10;4;0.300000;1613;2873;2873
377;54;10;2;0.300000;1613;2873;2873
378;55;10;6;0.300000;1613;2873;2873
379;56;10;6;0.300000;1613;2873;2873
380;57;10;7;0.300000;1613;2873;2873
381;58;10;5;0.300000;1613;2873;2873
382;59;10;4;0.300000;1613;2873;2873
383;60;10;8;0.300000;1613;2873;2873
384;61;10;8;0.300000;1613;2873;2873
385;62;10;6;0.300000;1613;2873;2873
386;63;10;5;0.300000;1613;2873;2873
387;64;10;5;0.300000;1613;2873;2873
388;65;10;5;0.300000;1613;2873;2873
389;66;10;4;0.300000;1613;2873;2873
390;67;10;4;0.300000;1613;2873;2873
391;68;10;3;0.300000;1613;2873;2873
392;69;10;4;0.300000;1613;2873;2873
393;70;10;1;0.300000;1613;2873;2873
394;71;10;4;0.300000;1613;2873;2873
395;30;10;7;0.300000;1613;2766;2766
396;31;10;9;0.300000;1613;2766;2766
397;32;10;5;0.300000;1613;2766;2766
398;33;10;2;0.300000;1613;2766;2766
399;34;10;7;0.300000;1613;2766;2766
400;35;10;6;0.300000;1613;2766;2766
401;36;10;4;0.300000;1613;2766;2766
402;37;10;5;0.300000;1613;2766;2766
403;38;10;6;0.300000;1613;2766;2766
404;39;10;4;0.300000;1613;2766;2766
405;40;10;3;0.300000;1613;2766;2766
406;41;10;5;0.300000;1613;2766;2766
407;42;10;6;0.300000;1613;2766;2766
408;43;10;3;0.300000;1613;2766;2766
409;44;10;6;0.300000;1613;2766;2766
410;45;10;5;0.300000;1613;2766;2766
411;46;10;12;0.300000;1613;2766;2766
412;47;10;6;0.300000;1613;2766;2766
