NumerGeneracji;Wielkoœæ Populacji;Liczba Krzy¿owañ;Liczba Mutacji;Prawdopodobieñstwo Mutacji;Optymalna Œcie¿ka;Najlepsza Œcie¿ka;Najlepsza w danej Populacji
0;12;4;2;0.300000;39;81;81
1;12;4;4;0.300000;39;79;79
2;13;5;3;0.303000;39;79;79
3;14;6;3;0.306000;39;79;79
4;15;7;2;0.309000;39;79;79
5;16;8;3;0.312000;39;79;79
6;17;9;5;0.315000;39;79;79
7;18;10;3;0.318000;39;79;79
8;19;11;5;0.321000;39;79;79
9;20;12;3;0.324000;39;79;79
10;21;13;5;0.327000;39;79;79
11;22;14;11;0.330000;39;79;79
12;23;15;10;0.333000;39;79;79
13;24;16;16;0.336000;39;79;79
14;12;4;13;0.300000;39;76;76
15;13;5;6;0.303000;39;76;76
16;14;6;2;0.306000;39;76;76
17;15;7;1;0.309000;39;76;76
18;12;4;3;0.300000;39;64;64
19;13;5;1;0.303000;39;64;64
20;14;6;1;0.306000;39;64;64
21;15;7;1;0.309000;39;64;64
22;16;8;1;0.312000;39;64;64
23;12;4;6;0.300000;39;61;61
24;13;5;2;0.303000;39;61;61
25;14;6;2;0.306000;39;61;61
26;15;7;1;0.309000;39;61;61
27;16;8;3;0.312000;39;61;61
28;17;9;3;0.315000;39;61;61
29;18;10;5;0.318000;39;61;61
30;19;11;6;0.321000;39;61;61
31;12;4;8;0.300000;39;60;60
32;13;5;5;0.303000;39;60;60
33;14;6;3;0.306000;39;60;60
34;15;7;4;0.309000;39;60;60
35;16;8;4;0.312000;39;60;60
36;17;9;2;0.315000;39;60;60
37;18;10;5;0.318000;39;60;60
38;19;11;5;0.321000;39;60;60
39;12;4;7;0.300000;39;54;54
40;13;5;5;0.303000;39;54;54
41;14;6;3;0.306000;39;54;54
42;15;7;4;0.309000;39;54;54
43;16;8;2;0.312000;39;54;54
44;17;9;2;0.315000;39;54;54
45;18;10;7;0.318000;39;54;54
46;19;11;3;0.321000;39;54;54
47;20;12;4;0.324000;39;54;54
48;21;13;7;0.327000;39;54;54
49;22;14;8;0.330000;39;54;54
50;23;15;10;0.333000;39;54;54
51;24;16;8;0.336000;39;54;54
52;25;17;10;0.339000;39;54;54
53;26;18;12;0.342000;39;54;54
54;27;19;9;0.345000;39;54;54
55;28;20;13;0.348000;39;54;54
56;29;21;11;0.351000;39;54;54
57;30;22;11;0.354000;39;54;54
58;31;23;20;0.357000;39;54;54
59;32;24;17;0.360000;39;54;54
60;33;25;15;0.363000;39;54;54
61;34;26;18;0.366000;39;54;54
62;35;27;23;0.369000;39;54;54
63;36;28;23;0.372000;39;54;54
64;37;29;28;0.375000;39;54;54
65;38;30;25;0.378000;39;54;54
66;39;31;22;0.381000;39;54;54
67;40;32;19;0.384000;39;54;54
68;41;33;15;0.387000;39;54;54
69;42;34;30;0.390000;39;54;54
70;43;35;39;0.393000;39;54;54
71;44;36;35;0.396000;39;54;54
72;45;37;36;0.399000;39;54;54
73;46;38;44;0.402000;39;54;54
74;12;4;47;0.300000;39;52;52
75;13;5;22;0.303000;39;52;52
76;14;6;9;0.306000;39;52;52
77;15;7;5;0.309000;39;52;52
78;16;8;5;0.312000;39;52;52
79;17;9;5;0.315000;39;52;52
80;18;10;0;0.318000;39;52;52
81;19;11;3;0.321000;39;52;52
82;20;12;4;0.324000;39;52;52
83;21;13;6;0.327000;39;52;52
84;22;14;7;0.330000;39;52;52
85;23;15;7;0.333000;39;52;52
86;24;16;8;0.336000;39;52;52
87;25;17;14;0.339000;39;52;52
88;26;18;7;0.342000;39;52;52
89;27;19;7;0.345000;39;52;52
90;28;20;8;0.348000;39;52;52
91;29;21;9;0.351000;39;52;52
92;30;22;14;0.354000;39;52;52
93;31;23;16;0.357000;39;52;52
94;32;24;16;0.360000;39;52;52
95;33;25;15;0.363000;39;52;52
96;34;26;21;0.366000;39;52;52
97;35;27;18;0.369000;39;52;52
98;36;28;11;0.372000;39;52;52
99;37;29;21;0.375000;39;52;52
100;38;30;22;0.378000;39;52;52
101;39;31;21;0.381000;39;52;52
102;40;32;24;0.384000;39;52;52
103;41;33;25;0.387000;39;52;52
