Numer pomiaru ; Numer pomiaru instancji ; Próba badawcza ; Liczba wierzcho³ków ; Czas[ms] 
16;4;1 do 10 000;5;0.0403
16;5;1 do 10 000;5;0.0412
16;1;1 do 10 000 000;5;0.0409
16;2;1 do 10 000 000;5;0.0404
16;3;1 do 10 000 000;5;0.0411
16;4;1 do 10 000 000;5;0.0402
16;5;1 do 10 000 000;5;0.0412
17;1;1 do 10;5;0.0426
17;2;1 do 10;5;0.0406
17;3;1 do 10;5;0.0627
17;4;1 do 10;5;0.0404
17;5;1 do 10;5;0.0544
17;1;1 do 10 000;5;0.042
17;2;1 do 10 000;5;0.0437
17;3;1 do 10 000;5;0.0426
17;4;1 do 10 000;5;0.0438
17;5;1 do 10 000;5;0.05
17;1;1 do 10 000 000;5;0.0416
17;2;1 do 10 000 000;5;0.0404
17;3;1 do 10 000 000;5;0.0412
17;4;1 do 10 000 000;5;0.0409
17;5;1 do 10 000 000;5;0.0406
18;1;1 do 10;5;0.0451
18;2;1 do 10;5;0.0443
18;3;1 do 10;5;0.042
18;4;1 do 10;5;0.0416
18;5;1 do 10;5;0.0405
18;1;1 do 10 000;5;0.0416
18;2;1 do 10 000;5;0.0406
18;3;1 do 10 000;5;0.0414
18;4;1 do 10 000;5;0.0419
18;5;1 do 10 000;5;0.0407
18;1;1 do 10 000 000;5;0.0414
18;2;1 do 10 000 000;5;0.0406
18;3;1 do 10 000 000;5;0.0405
18;4;1 do 10 000 000;5;0.0407
18;5;1 do 10 000 000;5;0.0408
19;1;1 do 10;5;0.0448
19;2;1 do 10;5;0.0419
19;3;1 do 10;5;0.0408
19;4;1 do 10;5;0.0412
19;5;1 do 10;5;0.0405
19;1;1 do 10 000;5;0.0417
19;2;1 do 10 000;5;0.0584
19;3;1 do 10 000;5;0.0402
19;4;1 do 10 000;5;0.0411
19;5;1 do 10 000;5;0.0405
19;1;1 do 10 000 000;5;0.0411
19;2;1 do 10 000 000;5;0.0415
19;3;1 do 10 000 000;5;0.0422
19;4;1 do 10 000 000;5;0.0416
19;5;1 do 10 000 000;5;0.0495
20;1;1 do 10;5;0.0456
20;2;1 do 10;5;0.0446
20;3;1 do 10;5;0.0407
20;4;1 do 10;5;0.0418
20;5;1 do 10;5;0.0405
20;1;1 do 10 000;5;0.087
20;2;1 do 10 000;5;0.0411
20;3;1 do 10 000;5;0.041
20;4;1 do 10 000;5;0.0411
20;5;1 do 10 000;5;0.0405
20;1;1 do 10 000 000;5;0.0404
20;2;1 do 10 000 000;5;0.0406
20;3;1 do 10 000 000;5;0.0405
20;4;1 do 10 000 000;5;0.041
20;5;1 do 10 000 000;5;0.0408
21;1;1 do 10;5;0.0474
21;2;1 do 10;5;0.045
21;3;1 do 10;5;0.0412
21;4;1 do 10;5;0.0415
21;5;1 do 10;5;0.042
21;1;1 do 10 000;5;0.0412
21;2;1 do 10 000;5;0.0414
21;3;1 do 10 000;5;0.0415
21;4;1 do 10 000;5;0.0412
21;5;1 do 10 000;5;0.0429
21;1;1 do 10 000 000;5;0.0417
21;2;1 do 10 000 000;5;0.0415
21;3;1 do 10 000 000;5;0.0407
21;4;1 do 10 000 000;5;0.0428
21;5;1 do 10 000 000;5;0.0417
22;1;1 do 10;5;0.0454
22;2;1 do 10;5;0.0433
22;3;1 do 10;5;0.0422
22;4;1 do 10;5;0.0423
22;5;1 do 10;5;0.0414
22;1;1 do 10 000;5;0.0413
22;2;1 do 10 000;5;0.0509
22;3;1 do 10 000;5;0.0403
22;4;1 do 10 000;5;0.0404
22;5;1 do 10 000;5;0.0408
22;1;1 do 10 000 000;5;0.0405
22;2;1 do 10 000 000;5;0.0411
22;3;1 do 10 000 000;5;0.0402
22;4;1 do 10 000 000;5;0.0409
22;5;1 do 10 000 000;5;0.0414
23;1;1 do 10;5;0.0446
23;2;1 do 10;5;0.0427
23;3;1 do 10;5;0.0419
23;4;1 do 10;5;0.0402
23;5;1 do 10;5;0.0415
23;1;1 do 10 000;5;0.041
23;2;1 do 10 000;5;0.0416
23;3;1 do 10 000;5;0.0722
23;4;1 do 10 000;5;0.0532
23;5;1 do 10 000;5;0.0709
23;1;1 do 10 000 000;5;0.0585
23;2;1 do 10 000 000;5;0.0583
23;3;1 do 10 000 000;5;0.0704
23;4;1 do 10 000 000;5;0.0628
23;5;1 do 10 000 000;5;0.0611
24;1;1 do 10;5;0.0604
24;2;1 do 10;5;0.0426
24;3;1 do 10;5;0.043
24;4;1 do 10;5;0.0591
24;5;1 do 10;5;0.0583
24;1;1 do 10 000;5;0.0565
24;2;1 do 10 000;5;0.0558
24;3;1 do 10 000;5;0.0581
24;4;1 do 10 000;5;0.0526
24;5;1 do 10 000;5;0.0547
24;1;1 do 10 000 000;5;0.0564
24;2;1 do 10 000 000;5;0.0563
24;3;1 do 10 000 000;5;0.0417
24;4;1 do 10 000 000;5;0.0583
24;5;1 do 10 000 000;5;0.0577
25;1;1 do 10;5;0.0813
25;2;1 do 10;5;0.0427
25;3;1 do 10;5;0.0422
25;4;1 do 10;5;0.0424
25;5;1 do 10;5;0.0417
25;1;1 do 10 000;5;0.0427
25;2;1 do 10 000;5;0.0414
25;3;1 do 10 000;5;0.0425
25;4;1 do 10 000;5;0.0415
25;5;1 do 10 000;5;0.0425
25;1;1 do 10 000 000;5;0.0436
25;2;1 do 10 000 000;5;0.0433
25;3;1 do 10 000 000;5;0.0432
25;4;1 do 10 000 000;5;0.0417
25;5;1 do 10 000 000;5;0.0422
26;1;1 do 10;5;0.0451
26;2;1 do 10;5;0.0428
26;3;1 do 10;5;0.0423
26;4;1 do 10;5;0.0444
26;5;1 do 10;5;0.0417
26;1;1 do 10 000;5;0.0418
26;2;1 do 10 000;5;0.0415
26;3;1 do 10 000;5;0.0417
26;4;1 do 10 000;5;0.0406
26;5;1 do 10 000;5;0.0407
26;1;1 do 10 000 000;5;0.0415
26;2;1 do 10 000 000;5;0.04
26;3;1 do 10 000 000;5;0.0408
26;4;1 do 10 000 000;5;0.0413
26;5;1 do 10 000 000;5;0.0408
27;1;1 do 10;5;0.0424
27;2;1 do 10;5;0.0407
27;3;1 do 10;5;0.0409
27;4;1 do 10;5;0.0414
27;5;1 do 10;5;0.0401
27;1;1 do 10 000;5;0.0407
27;2;1 do 10 000;5;0.0411
27;3;1 do 10 000;5;0.0412
27;4;1 do 10 000;5;0.0409
27;5;1 do 10 000;5;0.0407
27;1;1 do 10 000 000;5;0.041
27;2;1 do 10 000 000;5;0.0428
27;3;1 do 10 000 000;5;0.0404
27;4;1 do 10 000 000;5;0.0412
27;5;1 do 10 000 000;5;0.04
28;1;1 do 10;5;0.0424
28;2;1 do 10;5;0.0402
28;3;1 do 10;5;0.0399
28;4;1 do 10;5;0.0409
28;5;1 do 10;5;0.0409
28;1;1 do 10 000;5;0.0404
28;2;1 do 10 000;5;0.0408
28;3;1 do 10 000;5;0.0399
28;4;1 do 10 000;5;0.0409
28;5;1 do 10 000;5;0.0406
28;1;1 do 10 000 000;5;0.0409
28;2;1 do 10 000 000;5;0.0419
28;3;1 do 10 000 000;5;0.041
28;4;1 do 10 000 000;5;0.0412
28;5;1 do 10 000 000;5;0.063
29;1;1 do 10;5;0.0459
29;2;1 do 10;5;0.0503
29;3;1 do 10;5;0.0663
29;4;1 do 10;5;0.0618
29;5;1 do 10;5;0.0565
29;1;1 do 10 000;5;0.0529
29;2;1 do 10 000;5;0.0594
29;3;1 do 10 000;5;0.0425
29;4;1 do 10 000;5;0.0427
29;5;1 do 10 000;5;0.0426
29;1;1 do 10 000 000;5;0.0429
29;2;1 do 10 000 000;5;0.0423
29;3;1 do 10 000 000;5;0.0404
29;4;1 do 10 000 000;5;0.0412
29;5;1 do 10 000 000;5;0.0415
30;1;1 do 10;5;0.0475
30;2;1 do 10;5;0.0444
30;3;1 do 10;5;0.0434
30;4;1 do 10;5;0.0432
30;5;1 do 10;5;0.044
30;1;1 do 10 000;5;0.0428
30;2;1 do 10 000;5;0.0432
30;3;1 do 10 000;5;0.0435
30;4;1 do 10 000;5;0.0439
30;5;1 do 10 000;5;0.0425
30;1;1 do 10 000 000;5;0.0418
30;2;1 do 10 000 000;5;0.0436
30;3;1 do 10 000 000;5;0.0408
30;4;1 do 10 000 000;5;0.0415
30;5;1 do 10 000 000;5;0.0411
31;1;1 do 10;5;0.045
31;2;1 do 10;5;0.0425
31;3;1 do 10;5;0.0425
31;4;1 do 10;5;0.0422
31;5;1 do 10;5;0.0414
31;1;1 do 10 000;5;0.0414
31;2;1 do 10 000;5;0.0432
31;3;1 do 10 000;5;0.0406
31;4;1 do 10 000;5;0.0431
31;5;1 do 10 000;5;0.0413
31;1;1 do 10 000 000;5;0.0416
31;2;1 do 10 000 000;5;0.0422
31;3;1 do 10 000 000;5;0.04
31;4;1 do 10 000 000;5;0.0403
31;5;1 do 10 000 000;5;0.041
32;1;1 do 10;5;0.0444
32;2;1 do 10;5;0.0426
32;3;1 do 10;5;0.0413
32;4;1 do 10;5;0.0411
32;5;1 do 10;5;0.0414
32;1;1 do 10 000;5;0.0414
32;2;1 do 10 000;5;0.0414
32;3;1 do 10 000;5;0.0413
32;4;1 do 10 000;5;0.0408
32;5;1 do 10 000;5;0.0425
32;1;1 do 10 000 000;5;0.0421
32;2;1 do 10 000 000;5;0.043
32;3;1 do 10 000 000;5;0.0424
32;4;1 do 10 000 000;5;0.0401
32;5;1 do 10 000 000;5;0.0427
33;1;1 do 10;5;0.0441
33;2;1 do 10;5;0.042
33;3;1 do 10;5;0.0417
33;4;1 do 10;5;0.0406
33;5;1 do 10;5;0.0411
33;1;1 do 10 000;5;0.0412
33;2;1 do 10 000;5;0.0403
33;3;1 do 10 000;5;0.0415
33;4;1 do 10 000;5;0.0401
33;5;1 do 10 000;5;0.0406
33;1;1 do 10 000 000;5;0.0411
33;2;1 do 10 000 000;5;0.0408
33;3;1 do 10 000 000;5;0.0408
33;4;1 do 10 000 000;5;0.0407
33;5;1 do 10 000 000;5;0.0415
34;1;1 do 10;5;0.0441
34;2;1 do 10;5;0.0417
34;3;1 do 10;5;0.0411
34;4;1 do 10;5;0.0404
34;5;1 do 10;5;0.041
34;1;1 do 10 000;5;0.0419
34;2;1 do 10 000;5;0.0407
34;3;1 do 10 000;5;0.0402
34;4;1 do 10 000;5;0.0404
34;5;1 do 10 000;5;0.0412
34;1;1 do 10 000 000;5;0.0432
34;2;1 do 10 000 000;5;0.0411
34;3;1 do 10 000 000;5;0.0415
34;4;1 do 10 000 000;5;0.04
34;5;1 do 10 000 000;5;0.0418
35;1;1 do 10;5;0.0923
35;2;1 do 10;5;0.0479
35;3;1 do 10;5;0.0441
35;4;1 do 10;5;0.0435
35;5;1 do 10;5;0.0418
35;1;1 do 10 000;5;0.0441
35;2;1 do 10 000;5;0.0418
35;3;1 do 10 000;5;0.0443
35;4;1 do 10 000;5;0.0432
35;5;1 do 10 000;5;0.042
35;1;1 do 10 000 000;5;0.0431
35;2;1 do 10 000 000;5;0.0411
35;3;1 do 10 000 000;5;0.0412
35;4;1 do 10 000 000;5;0.0423
35;5;1 do 10 000 000;5;0.042
36;1;1 do 10;5;0.0462
36;2;1 do 10;5;0.0429
36;3;1 do 10;5;0.0419
36;4;1 do 10;5;0.0419
36;5;1 do 10;5;0.0403
36;1;1 do 10 000;5;0.0418
36;2;1 do 10 000;5;0.0409
36;3;1 do 10 000;5;0.0411
36;4;1 do 10 000;5;0.041
36;5;1 do 10 000;5;0.0405
36;1;1 do 10 000 000;5;0.0414
36;2;1 do 10 000 000;5;0.0406
36;3;1 do 10 000 000;5;0.0411
36;4;1 do 10 000 000;5;0.0415
36;5;1 do 10 000 000;5;0.0404
37;1;1 do 10;5;0.0451
37;2;1 do 10;5;0.0422
37;3;1 do 10;5;0.0422
37;4;1 do 10;5;0.0985
37;5;1 do 10;5;0.04
37;1;1 do 10 000;5;0.0437
37;2;1 do 10 000;5;0.0413
37;3;1 do 10 000;5;0.0407
37;4;1 do 10 000;5;0.0418
37;5;1 do 10 000;5;0.041
37;1;1 do 10 000 000;5;0.0435
37;2;1 do 10 000 000;5;0.041
37;3;1 do 10 000 000;5;0.0412
37;4;1 do 10 000 000;5;0.0413
37;5;1 do 10 000 000;5;0.0412
38;1;1 do 10;5;0.0447
38;2;1 do 10;5;0.0429
38;3;1 do 10;5;0.0414
38;4;1 do 10;5;0.0427
38;5;1 do 10;5;0.0403
38;1;1 do 10 000;5;0.0413
38;2;1 do 10 000;5;0.0409
38;3;1 do 10 000;5;0.0398
38;4;1 do 10 000;5;0.0408
38;5;1 do 10 000;5;0.0404
38;1;1 do 10 000 000;5;0.0405
38;2;1 do 10 000 000;5;0.0412
38;3;1 do 10 000 000;5;0.0414
38;4;1 do 10 000 000;5;0.0407
38;5;1 do 10 000 000;5;0.0407
39;1;1 do 10;5;0.0458
39;2;1 do 10;5;0.0424
39;3;1 do 10;5;0.0409
39;4;1 do 10;5;0.0415
39;5;1 do 10;5;0.0414
39;1;1 do 10 000;5;0.0408
39;2;1 do 10 000;5;0.0419
39;3;1 do 10 000;5;0.04
39;4;1 do 10 000;5;0.0408
39;5;1 do 10 000;5;0.0412
39;1;1 do 10 000 000;5;0.0401
39;2;1 do 10 000 000;5;0.0414
39;3;1 do 10 000 000;5;0.0426
39;4;1 do 10 000 000;5;0.0411
39;5;1 do 10 000 000;5;0.0435
40;1;1 do 10;5;0.0433
40;2;1 do 10;5;0.0424
40;3;1 do 10;5;0.0411
40;4;1 do 10;5;0.0432
40;5;1 do 10;5;0.0413
40;1;1 do 10 000;5;0.041
40;2;1 do 10 000;5;0.0416
40;3;1 do 10 000;5;0.0409
40;4;1 do 10 000;5;0.0407
40;5;1 do 10 000;5;0.0412
40;1;1 do 10 000 000;5;0.0422
40;2;1 do 10 000 000;5;0.0435
40;3;1 do 10 000 000;5;0.0433
40;4;1 do 10 000 000;5;0.0438
40;5;1 do 10 000 000;5;0.0432
41;1;1 do 10;5;0.061
41;2;1 do 10;5;0.0427
41;3;1 do 10;5;0.0401
41;4;1 do 10;5;0.0369
41;5;1 do 10;5;0.0374
41;1;1 do 10 000;5;0.0381
41;2;1 do 10 000;5;0.0381
41;3;1 do 10 000;5;0.0375
41;4;1 do 10 000;5;0.0369
41;5;1 do 10 000;5;0.0374
41;1;1 do 10 000 000;5;0.0364
41;2;1 do 10 000 000;5;0.0377
41;3;1 do 10 000 000;5;0.0377
41;4;1 do 10 000 000;5;0.0373
41;5;1 do 10 000 000;5;0.0382
42;1;1 do 10;5;0.0493
42;2;1 do 10;5;0.0401
42;3;1 do 10;5;0.0412
42;4;1 do 10;5;0.0377
42;5;1 do 10;5;0.0374
42;1;1 do 10 000;5;0.0365
42;2;1 do 10 000;5;0.0375
42;3;1 do 10 000;5;0.0367
42;4;1 do 10 000;5;0.0363
42;5;1 do 10 000;5;0.044
42;1;1 do 10 000 000;5;0.0383
42;2;1 do 10 000 000;5;0.0364
42;3;1 do 10 000 000;5;0.0394
42;4;1 do 10 000 000;5;0.0366
42;5;1 do 10 000 000;5;0.0373
43;1;1 do 10;5;0.0435
43;2;1 do 10;5;0.0406
43;3;1 do 10;5;0.0425
43;4;1 do 10;5;0.0369
43;5;1 do 10;5;0.0378
43;1;1 do 10 000;5;0.0373
43;2;1 do 10 000;5;0.0374
43;3;1 do 10 000;5;0.0378
43;4;1 do 10 000;5;0.0367
43;5;1 do 10 000;5;0.0377
43;1;1 do 10 000 000;5;0.0376
43;2;1 do 10 000 000;5;0.0367
43;3;1 do 10 000 000;5;0.0375
43;4;1 do 10 000 000;5;0.037
43;5;1 do 10 000 000;5;0.0363
44;1;1 do 10;5;0.277
44;2;1 do 10;5;0.0423
44;3;1 do 10;5;0.0437
44;4;1 do 10;5;0.0419
44;5;1 do 10;5;0.042
44;1;1 do 10 000;5;0.0416
44;2;1 do 10 000;5;0.0407
44;3;1 do 10 000;5;0.0415
44;4;1 do 10 000;5;0.0408
44;5;1 do 10 000;5;0.0404
44;1;1 do 10 000 000;5;0.0414
44;2;1 do 10 000 000;5;0.0408
44;3;1 do 10 000 000;5;0.041
44;4;1 do 10 000 000;5;0.0405
44;5;1 do 10 000 000;5;0.0405
45;1;1 do 10;5;0.0448
45;2;1 do 10;5;0.0428
45;3;1 do 10;5;0.0413
45;4;1 do 10;5;0.0414
45;5;1 do 10;5;0.0409
45;1;1 do 10 000;5;0.042
45;2;1 do 10 000;5;0.0406
45;3;1 do 10 000;5;0.0413
45;4;1 do 10 000;5;0.0407
45;5;1 do 10 000;5;0.0404
45;1;1 do 10 000 000;5;0.042
45;2;1 do 10 000 000;5;0.0407
45;3;1 do 10 000 000;5;0.0403
45;4;1 do 10 000 000;5;0.0414
45;5;1 do 10 000 000;5;0.0404
46;1;1 do 10;5;0.0713
46;2;1 do 10;5;0.0646
46;3;1 do 10;5;0.051
46;4;1 do 10;5;0.0499
46;5;1 do 10;5;0.0479
46;1;1 do 10 000;5;0.046
46;2;1 do 10 000;5;0.0421
46;3;1 do 10 000;5;0.0422
46;4;1 do 10 000;5;0.0419
46;5;1 do 10 000;5;0.0405
46;1;1 do 10 000 000;5;0.0433
46;2;1 do 10 000 000;5;0.0416
46;3;1 do 10 000 000;5;0.0409
46;4;1 do 10 000 000;5;0.041
46;5;1 do 10 000 000;5;0.0407
47;1;1 do 10;5;0.0452
47;2;1 do 10;5;0.0426
47;3;1 do 10;5;0.0408
47;4;1 do 10;5;0.0408
47;5;1 do 10;5;0.041
47;1;1 do 10 000;5;0.0404
47;2;1 do 10 000;5;0.0413
47;3;1 do 10 000;5;0.0404
47;4;1 do 10 000;5;0.0434
47;5;1 do 10 000;5;0.0404
47;1;1 do 10 000 000;5;0.0404
47;2;1 do 10 000 000;5;0.0411
47;3;1 do 10 000 000;5;0.0402
47;4;1 do 10 000 000;5;0.0409
47;5;1 do 10 000 000;5;0.0401
48;1;1 do 10;5;0.0505
48;2;1 do 10;5;0.0497
48;3;1 do 10;5;0.0483
48;4;1 do 10;5;0.0514
48;5;1 do 10;5;0.0492
48;1;1 do 10 000;5;0.0657
48;2;1 do 10 000;5;0.0377
48;3;1 do 10 000;5;0.0367
48;4;1 do 10 000;5;0.0373
48;5;1 do 10 000;5;0.0371
48;1;1 do 10 000 000;5;0.0372
48;2;1 do 10 000 000;5;0.0384
48;3;1 do 10 000 000;5;0.0367
48;4;1 do 10 000 000;5;0.0376
48;5;1 do 10 000 000;5;0.0372
49;1;1 do 10;5;0.3329
49;2;1 do 10;5;0.0423
49;3;1 do 10;5;0.0423
49;4;1 do 10;5;0.0421
49;5;1 do 10;5;0.0423
49;1;1 do 10 000;5;0.041
49;2;1 do 10 000;5;0.0425
49;3;1 do 10 000;5;0.0416
49;4;1 do 10 000;5;0.0408
49;5;1 do 10 000;5;0.0415
49;1;1 do 10 000 000;5;0.0409
49;2;1 do 10 000 000;5;0.0409
49;3;1 do 10 000 000;5;0.0407
49;4;1 do 10 000 000;5;0.0404
49;5;1 do 10 000 000;5;0.0414
50;1;1 do 10;5;0.0439
50;2;1 do 10;5;0.0425
50;3;1 do 10;5;0.0437
50;4;1 do 10;5;0.0407
50;5;1 do 10;5;0.0446
50;1;1 do 10 000;5;0.0405
50;2;1 do 10 000;5;0.0416
50;3;1 do 10 000;5;0.0411
50;4;1 do 10 000;5;0.0402
50;5;1 do 10 000;5;0.0409
50;1;1 do 10 000 000;5;0.0404
50;2;1 do 10 000 000;5;0.0417
50;3;1 do 10 000 000;5;0.0412
50;4;1 do 10 000 000;5;0.0406
50;5;1 do 10 000 000;5;0.0406
51;1;1 do 10;5;0.0417
51;2;1 do 10;5;0.0537
51;3;1 do 10;5;0.0411
51;4;1 do 10;5;0.0442
51;5;1 do 10;5;0.0572
51;1;1 do 10 000;5;0.0947
51;2;1 do 10 000;5;0.155
51;3;1 do 10 000;5;0.0452
51;4;1 do 10 000;5;0.0413
51;5;1 do 10 000;5;0.042
51;1;1 do 10 000 000;5;0.0419
51;2;1 do 10 000 000;5;0.041
51;3;1 do 10 000 000;5;0.041
51;4;1 do 10 000 000;5;0.0404
51;5;1 do 10 000 000;5;0.0413
52;1;1 do 10;5;0.0575
52;2;1 do 10;5;0.0413
52;3;1 do 10;5;0.0419
52;4;1 do 10;5;0.0367
52;5;1 do 10;5;0.0379
52;1;1 do 10 000;5;0.0373
52;2;1 do 10 000;5;0.0367
52;3;1 do 10 000;5;0.0371
52;4;1 do 10 000;5;0.0379
52;5;1 do 10 000;5;0.0382
52;1;1 do 10 000 000;5;0.0537
52;2;1 do 10 000 000;5;0.0368
52;3;1 do 10 000 000;5;0.0371
52;4;1 do 10 000 000;5;0.0367
52;5;1 do 10 000 000;5;0.0366
53;1;1 do 10;5;0.2673
53;2;1 do 10;5;0.0445
53;3;1 do 10;5;0.0438
53;4;1 do 10;5;0.0412
53;5;1 do 10;5;0.0416
53;1;1 do 10 000;5;0.0411
53;2;1 do 10 000;5;0.0431
53;3;1 do 10 000;5;0.0411
53;4;1 do 10 000;5;0.0413
53;5;1 do 10 000;5;0.0399
53;1;1 do 10 000 000;5;0.0412
53;2;1 do 10 000 000;5;0.0403
53;3;1 do 10 000 000;5;0.041
53;4;1 do 10 000 000;5;0.0406
53;5;1 do 10 000 000;5;0.0404
54;1;1 do 10;5;0.0447
54;2;1 do 10;5;0.0434
54;3;1 do 10;5;0.042
54;4;1 do 10;5;0.0408
54;5;1 do 10;5;0.0408
54;1;1 do 10 000;5;0.0408
54;2;1 do 10 000;5;0.041
54;3;1 do 10 000;5;0.0404
54;4;1 do 10 000;5;0.0414
54;5;1 do 10 000;5;0.0403
54;1;1 do 10 000 000;5;0.0417
54;2;1 do 10 000 000;5;0.0412
54;3;1 do 10 000 000;5;0.0422
54;4;1 do 10 000 000;5;0.0416
54;5;1 do 10 000 000;5;0.0409
55;1;1 do 10;5;0.0446
55;2;1 do 10;5;0.0424
55;3;1 do 10;5;0.0415
55;4;1 do 10;5;0.0416
55;5;1 do 10;5;0.0406
55;1;1 do 10 000;5;0.0417
55;2;1 do 10 000;5;0.0412
55;3;1 do 10 000;5;0.0411
55;4;1 do 10 000;5;0.0418
55;5;1 do 10 000;5;0.0404
55;1;1 do 10 000 000;5;0.0415
55;2;1 do 10 000 000;5;0.042
55;3;1 do 10 000 000;5;0.0404
55;4;1 do 10 000 000;5;0.0429
55;5;1 do 10 000 000;5;0.0406
56;1;1 do 10;5;0.0445
56;2;1 do 10;5;0.0424
56;3;1 do 10;5;0.0408
56;4;1 do 10;5;0.0415
56;5;1 do 10;5;0.0411
56;1;1 do 10 000;5;0.0408
56;2;1 do 10 000;5;0.0415
56;3;1 do 10 000;5;0.0427
56;4;1 do 10 000;5;0.0419
56;5;1 do 10 000;5;0.0409
56;1;1 do 10 000 000;5;0.0408
56;2;1 do 10 000 000;5;0.0451
56;3;1 do 10 000 000;5;0.0442
56;4;1 do 10 000 000;5;0.0438
56;5;1 do 10 000 000;5;0.0438
57;1;1 do 10;5;0.0613
57;2;1 do 10;5;0.051
57;3;1 do 10;5;0.0414
57;4;1 do 10;5;0.0419
57;5;1 do 10;5;0.042
57;1;1 do 10 000;5;0.0417
57;2;1 do 10 000;5;0.0416
57;3;1 do 10 000;5;0.0407
57;4;1 do 10 000;5;0.0421
57;5;1 do 10 000;5;0.0415
57;1;1 do 10 000 000;5;0.0412
57;2;1 do 10 000 000;5;0.0419
57;3;1 do 10 000 000;5;0.041
57;4;1 do 10 000 000;5;0.0415
57;5;1 do 10 000 000;5;0.0418
58;1;1 do 10;5;0.0453
58;2;1 do 10;5;0.0431
58;3;1 do 10;5;0.0414
58;4;1 do 10;5;0.0407
58;5;1 do 10;5;0.0416
58;1;1 do 10 000;5;0.0414
58;2;1 do 10 000;5;0.0418
58;3;1 do 10 000;5;0.0411
58;4;1 do 10 000;5;0.0409
58;5;1 do 10 000;5;0.0418
58;1;1 do 10 000 000;5;0.0413
58;2;1 do 10 000 000;5;0.0414
58;3;1 do 10 000 000;5;0.0418
58;4;1 do 10 000 000;5;0.0411
58;5;1 do 10 000 000;5;0.0415
59;1;1 do 10;5;0.0582
59;2;1 do 10;5;0.0554
59;3;1 do 10;5;0.0537
59;4;1 do 10;5;0.0412
59;5;1 do 10;5;0.0415
59;1;1 do 10 000;5;0.0428
59;2;1 do 10 000;5;0.0427
59;3;1 do 10 000;5;0.0425
59;4;1 do 10 000;5;0.0413
59;5;1 do 10 000;5;0.0417
59;1;1 do 10 000 000;5;0.0418
59;2;1 do 10 000 000;5;0.0418
59;3;1 do 10 000 000;5;0.043
59;4;1 do 10 000 000;5;0.0492
59;5;1 do 10 000 000;5;0.0419
60;1;1 do 10;5;0.0442
60;2;1 do 10;5;0.0439
60;3;1 do 10;5;0.0431
60;4;1 do 10;5;0.0408
60;5;1 do 10;5;0.0416
60;1;1 do 10 000;5;0.0416
60;2;1 do 10 000;5;0.0413
60;3;1 do 10 000;5;0.0421
60;4;1 do 10 000;5;0.0421
60;5;1 do 10 000;5;0.0427
60;1;1 do 10 000 000;5;0.0416
60;2;1 do 10 000 000;5;0.0444
60;3;1 do 10 000 000;5;0.0434
60;4;1 do 10 000 000;5;0.0403
60;5;1 do 10 000 000;5;0.0411
61;1;1 do 10;5;0.0445
61;2;1 do 10;5;0.0433
61;3;1 do 10;5;0.0416
61;4;1 do 10;5;0.0413
61;5;1 do 10;5;0.0412
61;1;1 do 10 000;5;0.0421
61;2;1 do 10 000;5;0.0415
61;3;1 do 10 000;5;0.0407
61;4;1 do 10 000;5;0.0403
61;5;1 do 10 000;5;0.0418
61;1;1 do 10 000 000;5;0.042
61;2;1 do 10 000 000;5;0.0402
61;3;1 do 10 000 000;5;0.0408
61;4;1 do 10 000 000;5;0.0403
61;5;1 do 10 000 000;5;0.0414
62;1;1 do 10;5;0.0836
62;2;1 do 10;5;0.0473
62;3;1 do 10;5;0.0435
62;4;1 do 10;5;0.0444
62;5;1 do 10;5;0.0435
62;1;1 do 10 000;5;0.0427
62;2;1 do 10 000;5;0.0423
62;3;1 do 10 000;5;0.0423
62;4;1 do 10 000;5;0.0429
62;5;1 do 10 000;5;0.0426
62;1;1 do 10 000 000;5;0.0419
62;2;1 do 10 000 000;5;0.0414
62;3;1 do 10 000 000;5;0.0429
62;4;1 do 10 000 000;5;0.0411
62;5;1 do 10 000 000;5;0.0404
63;1;1 do 10;5;0.3286
63;2;1 do 10;5;0.0422
63;3;1 do 10;5;0.0427
63;4;1 do 10;5;0.0416
63;5;1 do 10;5;0.0422
63;1;1 do 10 000;5;0.0419
63;2;1 do 10 000;5;0.0414
63;3;1 do 10 000;5;0.0411
63;4;1 do 10 000;5;0.0416
63;5;1 do 10 000;5;0.0413
63;1;1 do 10 000 000;5;0.042
63;2;1 do 10 000 000;5;0.0417
63;3;1 do 10 000 000;5;0.043
63;4;1 do 10 000 000;5;0.0411
63;5;1 do 10 000 000;5;0.0413
64;1;1 do 10;5;0.0446
64;2;1 do 10;5;0.0424
64;3;1 do 10;5;0.0412
64;4;1 do 10;5;0.0422
64;5;1 do 10;5;0.0423
64;1;1 do 10 000;5;0.0415
64;2;1 do 10 000;5;0.0414
64;3;1 do 10 000;5;0.0406
64;4;1 do 10 000;5;0.0408
64;5;1 do 10 000;5;0.0409
64;1;1 do 10 000 000;5;0.0406
64;2;1 do 10 000 000;5;0.0414
64;3;1 do 10 000 000;5;0.0404
64;4;1 do 10 000 000;5;0.0409
64;5;1 do 10 000 000;5;0.04
65;1;1 do 10;5;0.0436
65;2;1 do 10;5;0.0452
65;3;1 do 10;5;0.0433
65;4;1 do 10;5;0.0411
65;5;1 do 10;5;0.0405
65;1;1 do 10 000;5;0.0423
65;2;1 do 10 000;5;0.041
65;3;1 do 10 000;5;0.0408
65;4;1 do 10 000;5;0.0409
65;5;1 do 10 000;5;0.0411
