Numer pomiaru ; Numer pomiaru instancji ; Próba badawcza ; Liczba wierzcho³ków ; Czas[ms] 
27;4;1 do 10 000;7;0.1399
27;5;1 do 10 000;7;0.1392
27;1;1 do 10 000 000;7;0.1441
27;2;1 do 10 000 000;7;0.1412
27;3;1 do 10 000 000;7;0.1406
27;4;1 do 10 000 000;7;0.1786
27;5;1 do 10 000 000;7;0.1599
28;1;1 do 10;7;0.1873
28;2;1 do 10;7;0.1508
28;3;1 do 10;7;0.1461
28;4;1 do 10;7;0.1427
28;5;1 do 10;7;0.1417
28;1;1 do 10 000;7;0.1451
28;2;1 do 10 000;7;0.1432
28;3;1 do 10 000;7;0.1418
28;4;1 do 10 000;7;0.1409
28;5;1 do 10 000;7;0.1418
28;1;1 do 10 000 000;7;0.144
28;2;1 do 10 000 000;7;0.1416
28;3;1 do 10 000 000;7;0.1427
28;4;1 do 10 000 000;7;0.1418
28;5;1 do 10 000 000;7;0.1405
29;1;1 do 10;7;0.1832
29;2;1 do 10;7;0.2085
29;3;1 do 10;7;0.1467
29;4;1 do 10;7;0.1429
29;5;1 do 10;7;0.1447
29;1;1 do 10 000;7;0.1462
29;2;1 do 10 000;7;0.1503
29;3;1 do 10 000;7;0.1414
29;4;1 do 10 000;7;0.1407
29;5;1 do 10 000;7;0.1478
29;1;1 do 10 000 000;7;0.1487
29;2;1 do 10 000 000;7;0.1441
29;3;1 do 10 000 000;7;0.1414
29;4;1 do 10 000 000;7;0.1409
29;5;1 do 10 000 000;7;0.1396
30;1;1 do 10;7;0.3312
30;2;1 do 10;7;0.1448
30;3;1 do 10;7;0.1507
30;4;1 do 10;7;0.1501
30;5;1 do 10;7;0.1497
30;1;1 do 10 000;7;0.1506
30;2;1 do 10 000;7;0.1504
30;3;1 do 10 000;7;0.1488
30;4;1 do 10 000;7;0.1496
30;5;1 do 10 000;7;0.1503
30;1;1 do 10 000 000;7;0.1492
30;2;1 do 10 000 000;7;0.1495
30;3;1 do 10 000 000;7;0.1491
30;4;1 do 10 000 000;7;0.1677
30;5;1 do 10 000 000;7;0.1604
31;1;1 do 10;7;0.6353
31;2;1 do 10;7;0.1715
31;3;1 do 10;7;0.1772
31;4;1 do 10;7;0.1612
31;5;1 do 10;7;0.1637
31;1;1 do 10 000;7;0.1713
31;2;1 do 10 000;7;0.159
31;3;1 do 10 000;7;0.1512
31;4;1 do 10 000;7;0.1569
31;5;1 do 10 000;7;0.1531
31;1;1 do 10 000 000;7;0.1602
31;2;1 do 10 000 000;7;0.155
31;3;1 do 10 000 000;7;0.1539
31;4;1 do 10 000 000;7;0.1587
31;5;1 do 10 000 000;7;0.1553
32;1;1 do 10;7;0.1775
32;2;1 do 10;7;0.1607
32;3;1 do 10;7;0.1665
32;4;1 do 10;7;0.1425
32;5;1 do 10;7;0.1431
32;1;1 do 10 000;7;0.1457
32;2;1 do 10 000;7;0.1424
32;3;1 do 10 000;7;0.1406
32;4;1 do 10 000;7;0.142
32;5;1 do 10 000;7;0.1409
32;1;1 do 10 000 000;7;0.1437
32;2;1 do 10 000 000;7;0.1432
32;3;1 do 10 000 000;7;0.1404
32;4;1 do 10 000 000;7;0.1404
32;5;1 do 10 000 000;7;0.1407
33;1;1 do 10;7;0.1817
33;2;1 do 10;7;0.1667
33;3;1 do 10;7;0.1675
33;4;1 do 10;7;0.1659
33;5;1 do 10;7;0.1642
33;1;1 do 10 000;7;0.1746
33;2;1 do 10 000;7;0.1662
33;3;1 do 10 000;7;0.1663
33;4;1 do 10 000;7;0.1611
33;5;1 do 10 000;7;0.1671
33;1;1 do 10 000 000;7;0.1585
33;2;1 do 10 000 000;7;0.1556
33;3;1 do 10 000 000;7;0.1549
33;4;1 do 10 000 000;7;0.1562
33;5;1 do 10 000 000;7;0.1559
34;1;1 do 10;7;0.1664
34;2;1 do 10;7;0.1711
34;3;1 do 10;7;0.1594
34;4;1 do 10;7;0.1567
34;5;1 do 10;7;0.2982
34;1;1 do 10 000;7;0.1669
34;2;1 do 10 000;7;0.2065
34;3;1 do 10 000;7;0.1699
34;4;1 do 10 000;7;0.1676
34;5;1 do 10 000;7;0.1585
34;1;1 do 10 000 000;7;0.1651
34;2;1 do 10 000 000;7;0.1689
34;3;1 do 10 000 000;7;0.1697
34;4;1 do 10 000 000;7;0.1637
34;5;1 do 10 000 000;7;0.1674
35;1;1 do 10;7;0.1674
35;2;1 do 10;7;0.1671
35;3;1 do 10;7;0.1646
35;4;1 do 10;7;0.1538
35;5;1 do 10;7;0.1566
35;1;1 do 10 000;7;0.1701
35;2;1 do 10 000;7;0.158
35;3;1 do 10 000;7;0.1823
35;4;1 do 10 000;7;0.1575
35;5;1 do 10 000;7;0.1586
35;1;1 do 10 000 000;7;0.1681
35;2;1 do 10 000 000;7;0.1986
35;3;1 do 10 000 000;7;0.1561
35;4;1 do 10 000 000;7;0.1598
35;5;1 do 10 000 000;7;0.1639
36;1;1 do 10;7;0.1651
36;2;1 do 10;7;0.1622
36;3;1 do 10;7;0.1581
36;4;1 do 10;7;0.1595
36;5;1 do 10;7;0.1476
36;1;1 do 10 000;7;0.1631
36;2;1 do 10 000;7;0.1594
36;3;1 do 10 000;7;0.1577
36;4;1 do 10 000;7;0.1607
36;5;1 do 10 000;7;0.1544
36;1;1 do 10 000 000;7;0.1588
36;2;1 do 10 000 000;7;0.158
36;3;1 do 10 000 000;7;0.1552
36;4;1 do 10 000 000;7;0.1566
36;5;1 do 10 000 000;7;0.1571
37;1;1 do 10;7;0.1663
37;2;1 do 10;7;0.1683
37;3;1 do 10;7;0.1575
37;4;1 do 10;7;0.1598
37;5;1 do 10;7;0.156
37;1;1 do 10 000;7;0.1636
37;2;1 do 10 000;7;0.1579
37;3;1 do 10 000;7;0.1554
37;4;1 do 10 000;7;0.1563
37;5;1 do 10 000;7;0.1555
37;1;1 do 10 000 000;7;0.1604
37;2;1 do 10 000 000;7;0.1827
37;3;1 do 10 000 000;7;0.162
37;4;1 do 10 000 000;7;0.171
37;5;1 do 10 000 000;7;0.1619
38;1;1 do 10;7;0.1895
38;2;1 do 10;7;0.1726
38;3;1 do 10;7;0.1589
38;4;1 do 10;7;0.1621
38;5;1 do 10;7;0.1569
38;1;1 do 10 000;7;0.161
38;2;1 do 10 000;7;0.1508
38;3;1 do 10 000;7;0.2181
38;4;1 do 10 000;7;0.1588
38;5;1 do 10 000;7;0.1562
38;1;1 do 10 000 000;7;0.1723
38;2;1 do 10 000 000;7;0.1519
38;3;1 do 10 000 000;7;0.1572
38;4;1 do 10 000 000;7;0.1552
38;5;1 do 10 000 000;7;0.1594
39;1;1 do 10;7;0.1657
39;2;1 do 10;7;0.1733
39;3;1 do 10;7;0.1593
39;4;1 do 10;7;0.154
39;5;1 do 10;7;0.1628
39;1;1 do 10 000;7;0.1733
39;2;1 do 10 000;7;0.1569
39;3;1 do 10 000;7;0.1548
39;4;1 do 10 000;7;0.1544
39;5;1 do 10 000;7;0.1554
39;1;1 do 10 000 000;7;0.1645
39;2;1 do 10 000 000;7;0.159
39;3;1 do 10 000 000;7;0.1571
39;4;1 do 10 000 000;7;0.1546
39;5;1 do 10 000 000;7;0.1537
40;1;1 do 10;7;0.1669
40;2;1 do 10;7;0.1627
40;3;1 do 10;7;0.1734
40;4;1 do 10;7;0.1577
40;5;1 do 10;7;0.1586
40;1;1 do 10 000;7;0.1557
40;2;1 do 10 000;7;0.1701
40;3;1 do 10 000;7;0.1552
40;4;1 do 10 000;7;0.1662
40;5;1 do 10 000;7;0.1567
40;1;1 do 10 000 000;7;0.1643
40;2;1 do 10 000 000;7;0.1554
40;3;1 do 10 000 000;7;0.1569
40;4;1 do 10 000 000;7;0.1555
40;5;1 do 10 000 000;7;0.1654
41;1;1 do 10;7;0.1671
41;2;1 do 10;7;0.2275
41;3;1 do 10;7;0.1899
41;4;1 do 10;7;0.1845
41;5;1 do 10;7;0.1737
41;1;1 do 10 000;7;0.1936
41;2;1 do 10 000;7;0.1748
41;3;1 do 10 000;7;0.1608
41;4;1 do 10 000;7;0.1532
41;5;1 do 10 000;7;0.1529
41;1;1 do 10 000 000;7;0.1535
41;2;1 do 10 000 000;7;0.1826
41;3;1 do 10 000 000;7;0.164
41;4;1 do 10 000 000;7;0.1677
41;5;1 do 10 000 000;7;0.1678
42;1;1 do 10;7;0.1685
42;2;1 do 10;7;0.1625
42;3;1 do 10;7;0.165
42;4;1 do 10;7;0.171
42;5;1 do 10;7;0.1574
42;1;1 do 10 000;7;0.162
42;2;1 do 10 000;7;0.1689
42;3;1 do 10 000;7;0.1564
42;4;1 do 10 000;7;0.1682
42;5;1 do 10 000;7;0.1876
42;1;1 do 10 000 000;7;0.1712
42;2;1 do 10 000 000;7;0.1566
42;3;1 do 10 000 000;7;0.1707
42;4;1 do 10 000 000;7;0.1645
42;5;1 do 10 000 000;7;0.1667
43;1;1 do 10;7;0.1669
43;2;1 do 10;7;0.1885
43;3;1 do 10;7;0.1587
43;4;1 do 10;7;0.1662
43;5;1 do 10;7;0.1554
43;1;1 do 10 000;7;0.1596
43;2;1 do 10 000;7;0.1592
43;3;1 do 10 000;7;0.1484
43;4;1 do 10 000;7;0.1594
43;5;1 do 10 000;7;0.1615
43;1;1 do 10 000 000;7;0.1683
43;2;1 do 10 000 000;7;0.1574
43;3;1 do 10 000 000;7;0.1623
43;4;1 do 10 000 000;7;0.1605
43;5;1 do 10 000 000;7;0.1525
44;1;1 do 10;7;0.1649
44;2;1 do 10;7;0.1699
44;3;1 do 10;7;0.1611
44;4;1 do 10;7;0.1557
44;5;1 do 10;7;0.1556
44;1;1 do 10 000;7;0.2991
44;2;1 do 10 000;7;0.1834
44;3;1 do 10 000;7;0.4798
44;4;1 do 10 000;7;0.1889
44;5;1 do 10 000;7;0.1884
44;1;1 do 10 000 000;7;0.1636
44;2;1 do 10 000 000;7;0.1729
44;3;1 do 10 000 000;7;0.1662
44;4;1 do 10 000 000;7;0.1681
44;5;1 do 10 000 000;7;0.3156
45;1;1 do 10;7;0.187
45;2;1 do 10;7;0.1505
45;3;1 do 10;7;0.147
45;4;1 do 10;7;0.1425
45;5;1 do 10;7;0.1635
45;1;1 do 10 000;7;0.1611
45;2;1 do 10 000;7;0.1575
45;3;1 do 10 000;7;0.1562
45;4;1 do 10 000;7;0.1585
45;5;1 do 10 000;7;0.158
45;1;1 do 10 000 000;7;0.165
45;2;1 do 10 000 000;7;0.1565
45;3;1 do 10 000 000;7;0.1497
45;4;1 do 10 000 000;7;0.1567
45;5;1 do 10 000 000;7;0.168
46;1;1 do 10;7;0.1678
46;2;1 do 10;7;0.1451
46;3;1 do 10;7;0.1438
46;4;1 do 10;7;0.1429
46;5;1 do 10;7;0.141
46;1;1 do 10 000;7;0.1433
46;2;1 do 10 000;7;0.1418
46;3;1 do 10 000;7;0.1417
46;4;1 do 10 000;7;0.1413
46;5;1 do 10 000;7;0.1499
46;1;1 do 10 000 000;7;0.1434
46;2;1 do 10 000 000;7;0.1407
46;3;1 do 10 000 000;7;0.14
46;4;1 do 10 000 000;7;0.1422
46;5;1 do 10 000 000;7;0.141
47;1;1 do 10;7;0.1595
47;2;1 do 10;7;0.1451
47;3;1 do 10;7;0.1438
47;4;1 do 10;7;0.1427
47;5;1 do 10;7;0.1491
47;1;1 do 10 000;7;0.1442
47;2;1 do 10 000;7;0.1424
47;3;1 do 10 000;7;0.1426
47;4;1 do 10 000;7;0.1398
47;5;1 do 10 000;7;0.1547
47;1;1 do 10 000 000;7;0.1913
47;2;1 do 10 000 000;7;0.3313
47;3;1 do 10 000 000;7;0.168
47;4;1 do 10 000 000;7;0.1553
47;5;1 do 10 000 000;7;0.1603
48;1;1 do 10;7;0.1742
48;2;1 do 10;7;0.2113
48;3;1 do 10;7;0.1452
48;4;1 do 10;7;0.1433
48;5;1 do 10;7;0.1415
48;1;1 do 10 000;7;0.1446
48;2;1 do 10 000;7;0.1405
48;3;1 do 10 000;7;0.1415
48;4;1 do 10 000;7;0.1408
48;5;1 do 10 000;7;0.1409
48;1;1 do 10 000 000;7;0.1437
48;2;1 do 10 000 000;7;0.1418
48;3;1 do 10 000 000;7;0.1585
48;4;1 do 10 000 000;7;0.1402
48;5;1 do 10 000 000;7;0.1624
49;1;1 do 10;7;0.2063
49;2;1 do 10;7;0.174
49;3;1 do 10;7;0.1689
49;4;1 do 10;7;0.1586
49;5;1 do 10;7;0.1556
49;1;1 do 10 000;7;0.1601
49;2;1 do 10 000;7;0.1575
49;3;1 do 10 000;7;0.1566
49;4;1 do 10 000;7;0.1604
49;5;1 do 10 000;7;0.1558
49;1;1 do 10 000 000;7;0.1567
49;2;1 do 10 000 000;7;0.1411
49;3;1 do 10 000 000;7;0.1415
49;4;1 do 10 000 000;7;0.1398
49;5;1 do 10 000 000;7;0.1398
50;1;1 do 10;7;0.1708
50;2;1 do 10;7;0.1459
50;3;1 do 10;7;0.1529
50;4;1 do 10;7;0.1421
50;5;1 do 10;7;0.1423
50;1;1 do 10 000;7;0.1456
50;2;1 do 10 000;7;0.1437
50;3;1 do 10 000;7;0.145
50;4;1 do 10 000;7;0.143
50;5;1 do 10 000;7;0.1407
50;1;1 do 10 000 000;7;0.1445
50;2;1 do 10 000 000;7;0.172
50;3;1 do 10 000 000;7;0.1567
50;4;1 do 10 000 000;7;0.1675
50;5;1 do 10 000 000;7;0.1641
51;1;1 do 10;7;0.2004
51;2;1 do 10;7;0.1688
51;3;1 do 10;7;0.1634
51;4;1 do 10;7;0.1599
51;5;1 do 10;7;0.1585
51;1;1 do 10 000;7;0.1691
51;2;1 do 10 000;7;0.1594
51;3;1 do 10 000;7;0.1575
51;4;1 do 10 000;7;0.1575
51;5;1 do 10 000;7;0.1563
51;1;1 do 10 000 000;7;0.1591
51;2;1 do 10 000 000;7;0.1616
51;3;1 do 10 000 000;7;0.157
51;4;1 do 10 000 000;7;0.1682
51;5;1 do 10 000 000;7;0.1681
52;1;1 do 10;7;0.1987
52;2;1 do 10;7;0.1718
52;3;1 do 10;7;0.1618
52;4;1 do 10;7;0.1585
52;5;1 do 10;7;0.1573
52;1;1 do 10 000;7;0.1608
52;2;1 do 10 000;7;0.1593
52;3;1 do 10 000;7;0.1569
52;4;1 do 10 000;7;0.1556
52;5;1 do 10 000;7;0.1548
52;1;1 do 10 000 000;7;0.1595
52;2;1 do 10 000 000;7;0.1571
52;3;1 do 10 000 000;7;0.1561
52;4;1 do 10 000 000;7;0.1562
52;5;1 do 10 000 000;7;0.1549
53;1;1 do 10;7;0.1656
53;2;1 do 10;7;0.1719
53;3;1 do 10;7;0.1475
53;4;1 do 10;7;0.1451
53;5;1 do 10;7;0.1416
53;1;1 do 10 000;7;0.1446
53;2;1 do 10 000;7;0.1427
53;3;1 do 10 000;7;0.1421
53;4;1 do 10 000;7;0.1416
53;5;1 do 10 000;7;0.1404
53;1;1 do 10 000 000;7;0.144
53;2;1 do 10 000 000;7;0.1435
53;3;1 do 10 000 000;7;0.1417
53;4;1 do 10 000 000;7;0.1422
53;5;1 do 10 000 000;7;0.1401
54;1;1 do 10;7;0.339
54;2;1 do 10;7;0.3038
54;3;1 do 10;7;0.2821
54;4;1 do 10;7;0.2667
54;5;1 do 10;7;0.2643
54;1;1 do 10 000;7;0.269
54;2;1 do 10 000;7;0.1755
54;3;1 do 10 000;7;0.1423
54;4;1 do 10 000;7;0.1439
54;5;1 do 10 000;7;0.1413
54;1;1 do 10 000 000;7;0.1448
54;2;1 do 10 000 000;7;0.1436
54;3;1 do 10 000 000;7;0.1443
54;4;1 do 10 000 000;7;0.1468
54;5;1 do 10 000 000;7;0.1408
55;1;1 do 10;7;0.4905
55;2;1 do 10;7;0.1469
55;3;1 do 10;7;0.1605
55;4;1 do 10;7;0.1423
55;5;1 do 10;7;0.1428
55;1;1 do 10 000;7;0.1466
55;2;1 do 10 000;7;0.1439
55;3;1 do 10 000;7;0.1409
55;4;1 do 10 000;7;0.1424
55;5;1 do 10 000;7;0.1412
55;1;1 do 10 000 000;7;0.1443
55;2;1 do 10 000 000;7;0.1427
55;3;1 do 10 000 000;7;0.1511
55;4;1 do 10 000 000;7;0.1422
55;5;1 do 10 000 000;7;0.1462
56;1;1 do 10;7;0.2048
56;2;1 do 10;7;0.1461
56;3;1 do 10;7;0.1444
56;4;1 do 10;7;0.1441
56;5;1 do 10;7;0.1411
56;1;1 do 10 000;7;0.1461
56;2;1 do 10 000;7;0.1437
56;3;1 do 10 000;7;0.1411
56;4;1 do 10 000;7;0.1401
56;5;1 do 10 000;7;0.1409
56;1;1 do 10 000 000;7;0.1519
56;2;1 do 10 000 000;7;0.1434
56;3;1 do 10 000 000;7;0.1408
56;4;1 do 10 000 000;7;0.1418
56;5;1 do 10 000 000;7;0.1483
57;1;1 do 10;7;0.2813
57;2;1 do 10;7;0.1949
57;3;1 do 10;7;0.1527
57;4;1 do 10;7;0.144
57;5;1 do 10;7;0.1416
57;1;1 do 10 000;7;0.1477
57;2;1 do 10 000;7;0.1447
57;3;1 do 10 000;7;0.1426
57;4;1 do 10 000;7;0.1424
57;5;1 do 10 000;7;0.1418
57;1;1 do 10 000 000;7;0.1495
57;2;1 do 10 000 000;7;0.1491
57;3;1 do 10 000 000;7;0.1432
57;4;1 do 10 000 000;7;0.1418
57;5;1 do 10 000 000;7;0.1408
58;1;1 do 10;7;0.1958
58;2;1 do 10;7;0.1658
58;3;1 do 10;7;0.1645
58;4;1 do 10;7;0.1655
58;5;1 do 10;7;0.168
58;1;1 do 10 000;7;0.1618
58;2;1 do 10 000;7;0.1578
58;3;1 do 10 000;7;0.1567
58;4;1 do 10 000;7;0.1576
58;5;1 do 10 000;7;0.1578
58;1;1 do 10 000 000;7;0.1462
58;2;1 do 10 000 000;7;0.1427
58;3;1 do 10 000 000;7;0.1497
58;4;1 do 10 000 000;7;0.1415
58;5;1 do 10 000 000;7;0.1467
59;1;1 do 10;7;0.1841
59;2;1 do 10;7;0.1473
59;3;1 do 10;7;0.1443
59;4;1 do 10;7;0.1431
59;5;1 do 10;7;0.1435
59;1;1 do 10 000;7;0.1437
59;2;1 do 10 000;7;0.1421
59;3;1 do 10 000;7;0.1416
59;4;1 do 10 000;7;0.1405
59;5;1 do 10 000;7;0.1412
59;1;1 do 10 000 000;7;0.1455
59;2;1 do 10 000 000;7;0.1418
59;3;1 do 10 000 000;7;0.1397
59;4;1 do 10 000 000;7;0.1395
59;5;1 do 10 000 000;7;0.14
60;1;1 do 10;7;0.1687
60;2;1 do 10;7;0.2079
60;3;1 do 10;7;0.1807
60;4;1 do 10;7;0.1627
60;5;1 do 10;7;0.3363
60;1;1 do 10 000;7;0.1977
60;2;1 do 10 000;7;0.1751
60;3;1 do 10 000;7;0.1844
60;4;1 do 10 000;7;0.1752
60;5;1 do 10 000;7;0.166
60;1;1 do 10 000 000;7;0.1582
60;2;1 do 10 000 000;7;0.1736
60;3;1 do 10 000 000;7;0.1599
60;4;1 do 10 000 000;7;0.1706
60;5;1 do 10 000 000;7;0.1651
61;1;1 do 10;7;0.1669
61;2;1 do 10;7;0.1549
61;3;1 do 10;7;0.1426
61;4;1 do 10;7;0.166
61;5;1 do 10;7;0.2716
61;1;1 do 10 000;7;0.1443
61;2;1 do 10 000;7;0.1417
61;3;1 do 10 000;7;0.141
61;4;1 do 10 000;7;0.1445
61;5;1 do 10 000;7;0.1638
61;1;1 do 10 000 000;7;0.1462
61;2;1 do 10 000 000;7;0.1426
61;3;1 do 10 000 000;7;0.1425
61;4;1 do 10 000 000;7;0.141
61;5;1 do 10 000 000;7;0.1483
62;1;1 do 10;7;0.1845
62;2;1 do 10;7;0.1792
62;3;1 do 10;7;0.1518
62;4;1 do 10;7;0.1447
62;5;1 do 10;7;0.1419
62;1;1 do 10 000;7;0.144
62;2;1 do 10 000;7;0.1414
62;3;1 do 10 000;7;0.1403
62;4;1 do 10 000;7;0.1425
62;5;1 do 10 000;7;0.1394
62;1;1 do 10 000 000;7;0.143
62;2;1 do 10 000 000;7;0.1408
62;3;1 do 10 000 000;7;0.1405
62;4;1 do 10 000 000;7;0.1405
62;5;1 do 10 000 000;7;0.141
63;1;1 do 10;7;0.1589
63;2;1 do 10;7;0.1451
63;3;1 do 10;7;0.144
63;4;1 do 10;7;0.1408
63;5;1 do 10;7;0.1503
63;1;1 do 10 000;7;0.1643
63;2;1 do 10 000;7;0.1842
63;3;1 do 10 000;7;0.1614
63;4;1 do 10 000;7;0.1924
63;5;1 do 10 000;7;0.1889
63;1;1 do 10 000 000;7;0.1785
63;2;1 do 10 000 000;7;0.1686
63;3;1 do 10 000 000;7;0.1697
63;4;1 do 10 000 000;7;0.1583
63;5;1 do 10 000 000;7;0.1644
64;1;1 do 10;7;0.1659
64;2;1 do 10;7;0.1639
64;3;1 do 10;7;0.1592
64;4;1 do 10;7;0.1584
64;5;1 do 10;7;0.1551
64;1;1 do 10 000;7;0.1587
64;2;1 do 10 000;7;0.1587
64;3;1 do 10 000;7;0.157
64;4;1 do 10 000;7;0.1573
64;5;1 do 10 000;7;0.1473
64;1;1 do 10 000 000;7;0.1684
64;2;1 do 10 000 000;7;0.1567
64;3;1 do 10 000 000;7;0.1408
64;4;1 do 10 000 000;7;0.1418
64;5;1 do 10 000 000;7;0.1406
65;1;1 do 10;7;0.1777
65;2;1 do 10;7;0.1803
65;3;1 do 10;7;0.1444
65;4;1 do 10;7;0.1429
65;5;1 do 10;7;0.1422
65;1;1 do 10 000;7;0.1442
65;2;1 do 10 000;7;0.1432
65;3;1 do 10 000;7;0.1402
65;4;1 do 10 000;7;0.1401
65;5;1 do 10 000;7;0.1403
65;1;1 do 10 000 000;7;0.1427
65;2;1 do 10 000 000;7;0.1407
65;3;1 do 10 000 000;7;0.1413
65;4;1 do 10 000 000;7;0.1405
65;5;1 do 10 000 000;7;0.1407
66;1;1 do 10;7;0.1577
66;2;1 do 10;7;0.1449
66;3;1 do 10;7;0.1505
66;4;1 do 10;7;0.1429
66;5;1 do 10;7;0.1401
66;1;1 do 10 000;7;0.1447
66;2;1 do 10 000;7;0.1425
66;3;1 do 10 000;7;0.1407
66;4;1 do 10 000;7;0.1404
66;5;1 do 10 000;7;0.1424
66;1;1 do 10 000 000;7;0.1428
66;2;1 do 10 000 000;7;0.141
66;3;1 do 10 000 000;7;0.1694
66;4;1 do 10 000 000;7;0.1556
66;5;1 do 10 000 000;7;0.1597
67;1;1 do 10;7;0.1823
67;2;1 do 10;7;0.1606
67;3;1 do 10;7;0.1572
67;4;1 do 10;7;0.1438
67;5;1 do 10;7;0.143
67;1;1 do 10 000;7;0.146
67;2;1 do 10 000;7;0.1426
67;3;1 do 10 000;7;0.141
67;4;1 do 10 000;7;0.1406
67;5;1 do 10 000;7;0.1408
67;1;1 do 10 000 000;7;0.1434
67;2;1 do 10 000 000;7;0.1423
67;3;1 do 10 000 000;7;0.1424
67;4;1 do 10 000 000;7;0.1405
67;5;1 do 10 000 000;7;0.1416
68;1;1 do 10;7;0.1671
68;2;1 do 10;7;0.1624
68;3;1 do 10;7;0.144
68;4;1 do 10;7;0.1415
68;5;1 do 10;7;0.1409
68;1;1 do 10 000;7;0.1499
68;2;1 do 10 000;7;0.1434
68;3;1 do 10 000;7;0.143
68;4;1 do 10 000;7;0.1396
68;5;1 do 10 000;7;0.1404
68;1;1 do 10 000 000;7;0.1434
68;2;1 do 10 000 000;7;0.141
68;3;1 do 10 000 000;7;0.1406
68;4;1 do 10 000 000;7;0.1399
68;5;1 do 10 000 000;7;0.1398
69;1;1 do 10;7;0.1645
69;2;1 do 10;7;0.1452
69;3;1 do 10;7;0.1462
69;4;1 do 10;7;0.1416
69;5;1 do 10;7;0.141
69;1;1 do 10 000;7;0.1434
69;2;1 do 10 000;7;0.1435
69;3;1 do 10 000;7;0.1426
69;4;1 do 10 000;7;0.1419
69;5;1 do 10 000;7;0.1392
69;1;1 do 10 000 000;7;0.1428
69;2;1 do 10 000 000;7;0.1418
69;3;1 do 10 000 000;7;0.1409
69;4;1 do 10 000 000;7;0.1399
69;5;1 do 10 000 000;7;0.14
70;1;1 do 10;7;0.1636
70;2;1 do 10;7;0.1444
70;3;1 do 10;7;0.1434
70;4;1 do 10;7;0.1411
70;5;1 do 10;7;0.1397
70;1;1 do 10 000;7;0.1454
70;2;1 do 10 000;7;0.1442
70;3;1 do 10 000;7;0.234
70;4;1 do 10 000;7;0.2132
70;5;1 do 10 000;7;0.2588
70;1;1 do 10 000 000;7;0.1618
70;2;1 do 10 000 000;7;0.1653
70;3;1 do 10 000 000;7;0.148
70;4;1 do 10 000 000;7;0.1428
70;5;1 do 10 000 000;7;0.1418
71;1;1 do 10;7;0.3282
71;2;1 do 10;7;0.226
71;3;1 do 10;7;0.1452
71;4;1 do 10;7;0.1442
71;5;1 do 10;7;0.1439
71;1;1 do 10 000;7;0.1452
71;2;1 do 10 000;7;0.1443
71;3;1 do 10 000;7;0.1426
71;4;1 do 10 000;7;0.1427
71;5;1 do 10 000;7;0.1866
71;1;1 do 10 000 000;7;0.1512
71;2;1 do 10 000 000;7;0.1484
71;3;1 do 10 000 000;7;0.1476
71;4;1 do 10 000 000;7;0.1528
71;5;1 do 10 000 000;7;0.1663
72;1;1 do 10;7;0.2298
72;2;1 do 10;7;0.2336
72;3;1 do 10;7;0.161
72;4;1 do 10;7;0.229
72;5;1 do 10;7;0.2093
72;1;1 do 10 000;7;0.1737
72;2;1 do 10 000;7;0.219
72;3;1 do 10 000;7;0.1656
72;4;1 do 10 000;7;0.1694
72;5;1 do 10 000;7;0.1592
72;1;1 do 10 000 000;7;0.1607
72;2;1 do 10 000 000;7;0.1578
72;3;1 do 10 000 000;7;0.1561
72;4;1 do 10 000 000;7;0.1567
72;5;1 do 10 000 000;7;0.157
73;1;1 do 10;7;0.1686
73;2;1 do 10;7;0.1652
73;3;1 do 10;7;0.1631
73;4;1 do 10;7;0.174
73;5;1 do 10;7;0.1883
73;1;1 do 10 000;7;0.1893
73;2;1 do 10 000;7;0.2515
73;3;1 do 10 000;7;0.1769
73;4;1 do 10 000;7;0.1924
73;5;1 do 10 000;7;0.3269
73;1;1 do 10 000 000;7;0.5602
73;2;1 do 10 000 000;7;0.334
73;3;1 do 10 000 000;7;0.3179
73;4;1 do 10 000 000;7;0.3132
73;5;1 do 10 000 000;7;0.31
74;1;1 do 10;7;0.3147
74;2;1 do 10;7;0.312
74;3;1 do 10;7;0.308
74;4;1 do 10;7;0.3047
74;5;1 do 10;7;0.4708
74;1;1 do 10 000;7;0.3112
74;2;1 do 10 000;7;0.3091
74;3;1 do 10 000;7;0.3126
74;4;1 do 10 000;7;0.3083
74;5;1 do 10 000;7;0.3053
74;1;1 do 10 000 000;7;0.3109
74;2;1 do 10 000 000;7;0.3092
74;3;1 do 10 000 000;7;0.3098
74;4;1 do 10 000 000;7;0.3046
74;5;1 do 10 000 000;7;0.3024
75;1;1 do 10;7;0.3359
75;2;1 do 10;7;0.3184
75;3;1 do 10;7;0.3274
75;4;1 do 10;7;0.4232
75;5;1 do 10;7;0.332
75;1;1 do 10 000;7;0.187
75;2;1 do 10 000;7;0.3168
75;3;1 do 10 000;7;0.3139
75;4;1 do 10 000;7;0.5355
75;5;1 do 10 000;7;0.4501
75;1;1 do 10 000 000;7;0.3569
75;2;1 do 10 000 000;7;0.2233
75;3;1 do 10 000 000;7;0.2182
75;4;1 do 10 000 000;7;0.3825
75;5;1 do 10 000 000;7;0.1829
76;1;1 do 10;7;0.3258
76;2;1 do 10;7;0.239
76;3;1 do 10;7;0.2708
76;4;1 do 10;7;0.3
76;5;1 do 10;7;0.1873
76;1;1 do 10 000;7;0.2106
76;2;1 do 10 000;7;0.2481
76;3;1 do 10 000;7;0.1873
76;4;1 do 10 000;7;0.181
76;5;1 do 10 000;7;0.178
