Numer pomiaru ; Numer pomiaru instancji ; Próba badawcza ; Liczba wierzcho³ków ; Czas[ms] 
89;1;1 do 10 000;7;0.3749
89;1;1 do 10 000 000;7;0.3217
90;1;1 do 10;7;0.3094
90;1;1 do 10 000;7;0.4388
90;1;1 do 10 000 000;7;0.3247
91;1;1 do 10;7;0.259
91;1;1 do 10 000;7;0.5321
91;1;1 do 10 000 000;7;0.3726
92;1;1 do 10;7;0.2489
92;1;1 do 10 000;7;0.2956
92;1;1 do 10 000 000;7;0.3488
93;1;1 do 10;7;0.2386
93;1;1 do 10 000;7;0.3555
93;1;1 do 10 000 000;7;0.3507
94;1;1 do 10;7;0.7731
94;1;1 do 10 000;7;1.176
94;1;1 do 10 000 000;7;0.4741
95;1;1 do 10;7;0.7724
95;1;1 do 10 000;7;0.4479
95;1;1 do 10 000 000;7;0.2274
96;1;1 do 10;7;0.3225
96;1;1 do 10 000;7;0.3667
96;1;1 do 10 000 000;7;0.1758
97;1;1 do 10;7;0.4235
97;1;1 do 10 000;7;0.3737
97;1;1 do 10 000 000;7;0.2779
98;1;1 do 10;7;0.8165
98;1;1 do 10 000;7;0.3581
98;1;1 do 10 000 000;7;0.385
99;1;1 do 10;7;0.2664
99;1;1 do 10 000;7;0.3724
99;1;1 do 10 000 000;7;0.3214
100;1;1 do 10;7;0.3204
100;1;1 do 10 000;7;0.3349
100;1;1 do 10 000 000;7;0.232
1;1;1 do 10;8;2.4431
1;1;1 do 10 000;8;0.585
1;1;1 do 10 000 000;8;1.0872
2;1;1 do 10;8;1.5783
2;1;1 do 10 000;8;2.2242
2;1;1 do 10 000 000;8;0.7766
3;1;1 do 10;8;0.8566
3;1;1 do 10 000;8;0.7524
3;1;1 do 10 000 000;8;0.6254
4;1;1 do 10;8;0.3643
4;1;1 do 10 000;8;0.4057
4;1;1 do 10 000 000;8;0.3708
5;1;1 do 10;8;0.3573
5;1;1 do 10 000;8;0.3696
5;1;1 do 10 000 000;8;0.6732
6;1;1 do 10;8;0.3433
6;1;1 do 10 000;8;0.4462
6;1;1 do 10 000 000;8;0.8641
7;1;1 do 10;8;0.9404
7;1;1 do 10 000;8;0.7406
7;1;1 do 10 000 000;8;0.7559
8;1;1 do 10;8;0.4376
8;1;1 do 10 000;8;0.4578
8;1;1 do 10 000 000;8;0.5438
9;1;1 do 10;8;0.7444
9;1;1 do 10 000;8;0.6122
9;1;1 do 10 000 000;8;0.521
10;1;1 do 10;8;0.8486
10;1;1 do 10 000;8;0.6801
10;1;1 do 10 000 000;8;0.6739
11;1;1 do 10;8;0.7251
11;1;1 do 10 000;8;0.4725
11;1;1 do 10 000 000;8;0.7283
12;1;1 do 10;8;0.6817
12;1;1 do 10 000;8;0.6819
12;1;1 do 10 000 000;8;0.675
13;1;1 do 10;8;0.7281
13;1;1 do 10 000;8;0.4484
13;1;1 do 10 000 000;8;0.6576
14;1;1 do 10;8;0.8084
14;1;1 do 10 000;8;1.0578
14;1;1 do 10 000 000;8;0.7012
15;1;1 do 10;8;0.7033
15;1;1 do 10 000;8;0.6506
15;1;1 do 10 000 000;8;0.6528
16;1;1 do 10;8;0.6114
16;1;1 do 10 000;8;0.3961
16;1;1 do 10 000 000;8;0.5193
17;1;1 do 10;8;0.9689
17;1;1 do 10 000;8;0.6956
17;1;1 do 10 000 000;8;0.5549
18;1;1 do 10;8;0.6148
18;1;1 do 10 000;8;0.6059
18;1;1 do 10 000 000;8;0.522
19;1;1 do 10;8;0.5895
19;1;1 do 10 000;8;0.5933
19;1;1 do 10 000 000;8;0.422
20;1;1 do 10;8;0.6867
20;1;1 do 10 000;8;0.4323
20;1;1 do 10 000 000;8;0.6163
21;1;1 do 10;8;0.6974
21;1;1 do 10 000;8;0.6635
21;1;1 do 10 000 000;8;0.4093
22;1;1 do 10;8;0.8138
22;1;1 do 10 000;8;0.6713
22;1;1 do 10 000 000;8;0.6767
23;1;1 do 10;8;0.9581
23;1;1 do 10 000;8;0.6416
23;1;1 do 10 000 000;8;0.6845
24;1;1 do 10;8;0.7105
24;1;1 do 10 000;8;0.4452
24;1;1 do 10 000 000;8;0.4426
25;1;1 do 10;8;0.6828
25;1;1 do 10 000;8;0.7698
25;1;1 do 10 000 000;8;0.4601
26;1;1 do 10;8;0.7951
26;1;1 do 10 000;8;0.6682
26;1;1 do 10 000 000;8;0.6185
27;1;1 do 10;8;0.8339
27;1;1 do 10 000;8;0.3765
27;1;1 do 10 000 000;8;0.3789
28;1;1 do 10;8;0.4856
28;1;1 do 10 000;8;0.4776
28;1;1 do 10 000 000;8;0.428
29;1;1 do 10;8;0.3672
29;1;1 do 10 000;8;0.529
29;1;1 do 10 000 000;8;0.4184
30;1;1 do 10;8;0.3728
30;1;1 do 10 000;8;0.4067
30;1;1 do 10 000 000;8;0.333
31;1;1 do 10;8;0.4849
31;1;1 do 10 000;8;0.6754
31;1;1 do 10 000 000;8;0.81
32;1;1 do 10;8;0.4203
32;1;1 do 10 000;8;0.7199
32;1;1 do 10 000 000;8;0.514
33;1;1 do 10;8;0.5523
33;1;1 do 10 000;8;0.4165
33;1;1 do 10 000 000;8;0.3922
34;1;1 do 10;8;0.8835
34;1;1 do 10 000;8;0.5149
34;1;1 do 10 000 000;8;0.3787
35;1;1 do 10;8;0.6567
35;1;1 do 10 000;8;0.4254
35;1;1 do 10 000 000;8;0.4195
36;1;1 do 10;8;0.6743
36;1;1 do 10 000;8;0.6307
36;1;1 do 10 000 000;8;0.6342
37;1;1 do 10;8;0.8525
37;1;1 do 10 000;8;0.702
37;1;1 do 10 000 000;8;0.7019
38;1;1 do 10;8;0.8655
38;1;1 do 10 000;8;0.6705
38;1;1 do 10 000 000;8;0.4715
39;1;1 do 10;8;0.6906
39;1;1 do 10 000;8;0.4043
39;1;1 do 10 000 000;8;0.6644
40;1;1 do 10;8;0.7351
40;1;1 do 10 000;8;0.3993
40;1;1 do 10 000 000;8;0.6594
41;1;1 do 10;8;0.9279
41;1;1 do 10 000;8;0.6185
41;1;1 do 10 000 000;8;0.3806
42;1;1 do 10;8;0.8493
42;1;1 do 10 000;8;0.3678
42;1;1 do 10 000 000;8;0.3763
43;1;1 do 10;8;0.7088
43;1;1 do 10 000;8;0.4161
43;1;1 do 10 000 000;8;0.7023
44;1;1 do 10;8;0.489
44;1;1 do 10 000;8;0.4357
44;1;1 do 10 000 000;8;0.5738
45;1;1 do 10;8;0.3523
45;1;1 do 10 000;8;0.6595
45;1;1 do 10 000 000;8;0.7338
46;1;1 do 10;8;0.685
46;1;1 do 10 000;8;0.3754
46;1;1 do 10 000 000;8;0.5859
47;1;1 do 10;8;0.6934
47;1;1 do 10 000;8;0.4762
47;1;1 do 10 000 000;8;0.4434
48;1;1 do 10;8;0.7737
48;1;1 do 10 000;8;0.4784
48;1;1 do 10 000 000;8;0.414
49;1;1 do 10;8;0.3976
49;1;1 do 10 000;8;0.7048
49;1;1 do 10 000 000;8;0.5167
50;1;1 do 10;8;0.7658
50;1;1 do 10 000;8;0.4463
50;1;1 do 10 000 000;8;0.6626
51;1;1 do 10;8;0.8574
51;1;1 do 10 000;8;0.5108
51;1;1 do 10 000 000;8;0.4414
52;1;1 do 10;8;0.7817
52;1;1 do 10 000;8;0.4599
52;1;1 do 10 000 000;8;0.3589
53;1;1 do 10;8;0.7177
53;1;1 do 10 000;8;0.3976
53;1;1 do 10 000 000;8;0.4429
54;1;1 do 10;8;0.4754
54;1;1 do 10 000;8;0.4203
54;1;1 do 10 000 000;8;0.3891
55;1;1 do 10;8;0.4572
55;1;1 do 10 000;8;0.6739
55;1;1 do 10 000 000;8;0.4961
56;1;1 do 10;8;0.4569
56;1;1 do 10 000;8;0.4358
56;1;1 do 10 000 000;8;0.3659
57;1;1 do 10;8;0.4468
57;1;1 do 10 000;8;0.366
57;1;1 do 10 000 000;8;0.6687
58;1;1 do 10;8;0.6906
58;1;1 do 10 000;8;0.3774
58;1;1 do 10 000 000;8;0.4493
59;1;1 do 10;8;0.5867
59;1;1 do 10 000;8;0.4547
59;1;1 do 10 000 000;8;0.7238
60;1;1 do 10;8;0.7444
60;1;1 do 10 000;8;0.5198
60;1;1 do 10 000 000;8;0.695
61;1;1 do 10;8;0.8103
61;1;1 do 10 000;8;0.4137
61;1;1 do 10 000 000;8;0.3973
62;1;1 do 10;8;0.3639
62;1;1 do 10 000;8;0.4243
62;1;1 do 10 000 000;8;0.3701
63;1;1 do 10;8;0.6173
63;1;1 do 10 000;8;0.6651
63;1;1 do 10 000 000;8;0.6469
64;1;1 do 10;8;0.6051
64;1;1 do 10 000;8;0.3895
64;1;1 do 10 000 000;8;0.3923
65;1;1 do 10;8;0.3611
65;1;1 do 10 000;8;0.6918
65;1;1 do 10 000 000;8;0.3551
66;1;1 do 10;8;0.3457
66;1;1 do 10 000;8;0.4288
66;1;1 do 10 000 000;8;0.4265
67;1;1 do 10;8;0.4713
67;1;1 do 10 000;8;0.41
67;1;1 do 10 000 000;8;0.6942
68;1;1 do 10;8;0.4847
68;1;1 do 10 000;8;0.4031
68;1;1 do 10 000 000;8;0.5877
69;1;1 do 10;8;0.9363
69;1;1 do 10 000;8;0.4465
69;1;1 do 10 000 000;8;0.444
70;1;1 do 10;8;0.4204
70;1;1 do 10 000;8;0.4163
70;1;1 do 10 000 000;8;0.3715
71;1;1 do 10;8;0.3567
71;1;1 do 10 000;8;0.3576
71;1;1 do 10 000 000;8;0.3556
72;1;1 do 10;8;0.6583
72;1;1 do 10 000;8;0.4124
72;1;1 do 10 000 000;8;0.6545
73;1;1 do 10;8;0.7335
73;1;1 do 10 000;8;0.799
73;1;1 do 10 000 000;8;0.3764
74;1;1 do 10;8;0.3809
74;1;1 do 10 000;8;0.4505
74;1;1 do 10 000 000;8;0.4052
75;1;1 do 10;8;0.6336
75;1;1 do 10 000;8;0.4493
75;1;1 do 10 000 000;8;0.3731
76;1;1 do 10;8;0.3752
76;1;1 do 10 000;8;0.4017
76;1;1 do 10 000 000;8;0.3864
77;1;1 do 10;8;0.5431
77;1;1 do 10 000;8;0.3754
77;1;1 do 10 000 000;8;0.6448
78;1;1 do 10;8;0.3431
78;1;1 do 10 000;8;0.3842
78;1;1 do 10 000 000;8;0.4529
79;1;1 do 10;8;0.5392
79;1;1 do 10 000;8;0.721
79;1;1 do 10 000 000;8;0.4224
80;1;1 do 10;8;0.7084
80;1;1 do 10 000;8;0.4266
80;1;1 do 10 000 000;8;0.3449
81;1;1 do 10;8;0.3549
81;1;1 do 10 000;8;0.3757
81;1;1 do 10 000 000;8;0.4177
82;1;1 do 10;8;0.5012
82;1;1 do 10 000;8;0.4543
82;1;1 do 10 000 000;8;0.3677
83;1;1 do 10;8;0.3679
83;1;1 do 10 000;8;0.4057
83;1;1 do 10 000 000;8;0.4166
84;1;1 do 10;8;0.371
84;1;1 do 10 000;8;0.5918
84;1;1 do 10 000 000;8;0.5166
85;1;1 do 10;8;0.3443
85;1;1 do 10 000;8;0.4144
85;1;1 do 10 000 000;8;0.695
86;1;1 do 10;8;0.4982
86;1;1 do 10 000;8;0.3906
86;1;1 do 10 000 000;8;0.3658
87;1;1 do 10;8;0.5659
87;1;1 do 10 000;8;0.4416
87;1;1 do 10 000 000;8;0.3631
88;1;1 do 10;8;0.3535
88;1;1 do 10 000;8;0.3899
88;1;1 do 10 000 000;8;0.3592
89;1;1 do 10;8;0.4526
89;1;1 do 10 000;8;0.357
89;1;1 do 10 000 000;8;0.3465
90;1;1 do 10;8;0.3366
90;1;1 do 10 000;8;0.4132
90;1;1 do 10 000 000;8;0.4331
91;1;1 do 10;8;0.4576
91;1;1 do 10 000;8;0.4848
91;1;1 do 10 000 000;8;0.3877
92;1;1 do 10;8;0.3632
92;1;1 do 10 000;8;0.4295
92;1;1 do 10 000 000;8;0.402
93;1;1 do 10;8;0.3592
93;1;1 do 10 000;8;0.468
93;1;1 do 10 000 000;8;0.3447
94;1;1 do 10;8;0.4882
94;1;1 do 10 000;8;0.4305
94;1;1 do 10 000 000;8;0.6491
95;1;1 do 10;8;0.5423
95;1;1 do 10 000;8;0.4265
95;1;1 do 10 000 000;8;0.6246
96;1;1 do 10;8;0.4685
96;1;1 do 10 000;8;0.6747
96;1;1 do 10 000 000;8;0.3466
97;1;1 do 10;8;0.3621
97;1;1 do 10 000;8;0.4272
97;1;1 do 10 000 000;8;0.6401
98;1;1 do 10;8;0.4461
98;1;1 do 10 000;8;0.4069
98;1;1 do 10 000 000;8;0.4393
99;1;1 do 10;8;0.3673
99;1;1 do 10 000;8;0.3588
99;1;1 do 10 000 000;8;0.3774
100;1;1 do 10;8;0.3636
100;1;1 do 10 000;8;0.3583
100;1;1 do 10 000 000;8;0.3749
1;1;1 do 10;9;0.8768
1;1;1 do 10 000;9;0.6943
1;1;1 do 10 000 000;9;0.7719
2;1;1 do 10;9;0.862
2;1;1 do 10 000;9;0.7602
2;1;1 do 10 000 000;9;0.7342
3;1;1 do 10;9;0.8884
3;1;1 do 10 000;9;0.7677
3;1;1 do 10 000 000;9;0.8408
4;1;1 do 10;9;1.5056
4;1;1 do 10 000;9;0.7351
4;1;1 do 10 000 000;9;0.6999
5;1;1 do 10;9;0.7782
5;1;1 do 10 000;9;0.934
5;1;1 do 10 000 000;9;0.9144
6;1;1 do 10;9;0.9199
6;1;1 do 10 000;9;0.7974
6;1;1 do 10 000 000;9;0.7055
7;1;1 do 10;9;0.8617
7;1;1 do 10 000;9;0.7105
7;1;1 do 10 000 000;9;0.7106
8;1;1 do 10;9;0.9881
8;1;1 do 10 000;9;1.3558
8;1;1 do 10 000 000;9;0.7498
9;1;1 do 10;9;0.7594
9;1;1 do 10 000;9;0.6943
9;1;1 do 10 000 000;9;0.9617
10;1;1 do 10;9;1.2107
10;1;1 do 10 000;9;0.7958
10;1;1 do 10 000 000;9;0.8959
11;1;1 do 10;9;0.8813
11;1;1 do 10 000;9;0.7611
11;1;1 do 10 000 000;9;0.7539
12;1;1 do 10;9;1.4676
12;1;1 do 10 000;9;0.81
12;1;1 do 10 000 000;9;0.8014
13;1;1 do 10;9;0.8216
13;1;1 do 10 000;9;0.7767
13;1;1 do 10 000 000;9;0.7154
14;1;1 do 10;9;0.9306
14;1;1 do 10 000;9;0.7319
14;1;1 do 10 000 000;9;0.7256
15;1;1 do 10;9;0.8747
15;1;1 do 10 000;9;0.8175
15;1;1 do 10 000 000;9;0.7183
16;1;1 do 10;9;0.9296
16;1;1 do 10 000;9;0.8813
16;1;1 do 10 000 000;9;0.7683
17;1;1 do 10;9;0.9606
17;1;1 do 10 000;9;0.9032
17;1;1 do 10 000 000;9;0.7268
18;1;1 do 10;9;0.9803
18;1;1 do 10 000;9;0.871
18;1;1 do 10 000 000;9;0.7152
19;1;1 do 10;9;0.9522
19;1;1 do 10 000;9;0.8524
19;1;1 do 10 000 000;9;0.7218
20;1;1 do 10;9;1.006
20;1;1 do 10 000;9;0.7914
20;1;1 do 10 000 000;9;0.8588
21;1;1 do 10;9;1.0433
21;1;1 do 10 000;9;0.7323
21;1;1 do 10 000 000;9;0.7991
22;1;1 do 10;9;0.9408
22;1;1 do 10 000;9;0.7468
22;1;1 do 10 000 000;9;0.7023
23;1;1 do 10;9;0.887
23;1;1 do 10 000;9;0.7388
23;1;1 do 10 000 000;9;0.7237
24;1;1 do 10;9;0.8354
24;1;1 do 10 000;9;0.7512
24;1;1 do 10 000 000;9;0.8538
25;1;1 do 10;9;1.0008
25;1;1 do 10 000;9;0.8081
25;1;1 do 10 000 000;9;1.3168
26;1;1 do 10;9;0.9623
26;1;1 do 10 000;9;0.7378
26;1;1 do 10 000 000;9;0.6896
27;1;1 do 10;9;0.8732
27;1;1 do 10 000;9;0.756
27;1;1 do 10 000 000;9;0.7357
28;1;1 do 10;9;1.4655
28;1;1 do 10 000;9;1.1096
28;1;1 do 10 000 000;9;1.0984
29;1;1 do 10;9;1.0693
29;1;1 do 10 000;9;0.7857
29;1;1 do 10 000 000;9;0.8162
30;1;1 do 10;9;1.568
30;1;1 do 10 000;9;0.9897
30;1;1 do 10 000 000;9;0.7372
31;1;1 do 10;9;0.9163
31;1;1 do 10 000;9;1.447
31;1;1 do 10 000 000;9;1.4452
32;1;1 do 10;9;0.7609
32;1;1 do 10 000;9;0.7765
32;1;1 do 10 000 000;9;0.7689
33;1;1 do 10;9;1.0845
33;1;1 do 10 000;9;0.766
33;1;1 do 10 000 000;9;0.7642
34;1;1 do 10;9;0.8939
34;1;1 do 10 000;9;0.7383
34;1;1 do 10 000 000;9;0.7554
35;1;1 do 10;9;1.0091
35;1;1 do 10 000;9;1.4617
35;1;1 do 10 000 000;9;0.7572
36;1;1 do 10;9;0.7322
36;1;1 do 10 000;9;0.693
36;1;1 do 10 000 000;9;0.6886
37;1;1 do 10;9;0.8721
37;1;1 do 10 000;9;0.7143
37;1;1 do 10 000 000;9;0.7228
38;1;1 do 10;9;1.0235
38;1;1 do 10 000;9;0.7528
38;1;1 do 10 000 000;9;1.2192
39;1;1 do 10;9;0.9415
39;1;1 do 10 000;9;0.924
39;1;1 do 10 000 000;9;0.8306
40;1;1 do 10;9;0.875
40;1;1 do 10 000;9;0.8403
40;1;1 do 10 000 000;9;0.7652
41;1;1 do 10;9;0.7178
41;1;1 do 10 000;9;0.8146
41;1;1 do 10 000 000;9;0.7092
42;1;1 do 10;9;0.954
42;1;1 do 10 000;9;0.8692
42;1;1 do 10 000 000;9;1.1001
43;1;1 do 10;9;0.9051
43;1;1 do 10 000;9;0.8114
43;1;1 do 10 000 000;9;0.8102
44;1;1 do 10;9;0.7747
44;1;1 do 10 000;9;0.7681
44;1;1 do 10 000 000;9;0.7173
45;1;1 do 10;9;0.7242
45;1;1 do 10 000;9;0.6898
45;1;1 do 10 000 000;9;0.7072
46;1;1 do 10;9;1.0045
46;1;1 do 10 000;9;1.1292
46;1;1 do 10 000 000;9;0.7373
47;1;1 do 10;9;1.0678
47;1;1 do 10 000;9;1.4236
47;1;1 do 10 000 000;9;1.4005
48;1;1 do 10;9;1.5189
48;1;1 do 10 000;9;0.7713
48;1;1 do 10 000 000;9;1.3015
49;1;1 do 10;9;0.9526
49;1;1 do 10 000;9;0.9239
49;1;1 do 10 000 000;9;0.8002
50;1;1 do 10;9;0.969
50;1;1 do 10 000;9;0.7453
50;1;1 do 10 000 000;9;0.7271
51;1;1 do 10;9;0.7901
51;1;1 do 10 000;9;0.7494
51;1;1 do 10 000 000;9;0.8835
52;1;1 do 10;9;0.7512
52;1;1 do 10 000;9;0.7505
52;1;1 do 10 000 000;9;0.7103
53;1;1 do 10;9;0.9342
53;1;1 do 10 000;9;0.9203
53;1;1 do 10 000 000;9;0.7894
54;1;1 do 10;9;1.0998
54;1;1 do 10 000;9;0.8102
54;1;1 do 10 000 000;9;1.2985
55;1;1 do 10;9;1.5848
55;1;1 do 10 000;9;0.7802
55;1;1 do 10 000 000;9;0.7956
56;1;1 do 10;9;1.7323
56;1;1 do 10 000;9;1.3031
56;1;1 do 10 000 000;9;1.4748
57;1;1 do 10;9;0.8623
57;1;1 do 10 000;9;0.7548
57;1;1 do 10 000 000;9;1.3162
58;1;1 do 10;9;1.1512
58;1;1 do 10 000;9;0.9243
58;1;1 do 10 000 000;9;0.7432
59;1;1 do 10;9;0.8044
59;1;1 do 10 000;9;0.8559
59;1;1 do 10 000 000;9;1.3414
60;1;1 do 10;9;1.4081
60;1;1 do 10 000;9;1.3644
60;1;1 do 10 000 000;9;0.7364
61;1;1 do 10;9;0.9211
61;1;1 do 10 000;9;0.7079
61;1;1 do 10 000 000;9;0.7154
62;1;1 do 10;9;0.8144
62;1;1 do 10 000;9;1.3624
62;1;1 do 10 000 000;9;0.7147
63;1;1 do 10;9;1.1333
63;1;1 do 10 000;9;0.9461
63;1;1 do 10 000 000;9;0.9385
64;1;1 do 10;9;1.0043
64;1;1 do 10 000;9;1.2103
64;1;1 do 10 000 000;9;1.3653
65;1;1 do 10;9;1.0286
65;1;1 do 10 000;9;1.21
65;1;1 do 10 000 000;9;1.0596
66;1;1 do 10;9;0.8369
66;1;1 do 10 000;9;0.7386
66;1;1 do 10 000 000;9;1.2202
67;1;1 do 10;9;0.9417
67;1;1 do 10 000;9;1.2788
67;1;1 do 10 000 000;9;0.7472
68;1;1 do 10;9;0.8418
68;1;1 do 10 000;9;1.724
68;1;1 do 10 000 000;9;0.7526
69;1;1 do 10;9;0.7701
69;1;1 do 10 000;9;0.7763
69;1;1 do 10 000 000;9;0.7148
70;1;1 do 10;9;0.8679
70;1;1 do 10 000;9;0.7371
70;1;1 do 10 000 000;9;0.6849
71;1;1 do 10;9;0.9005
71;1;1 do 10 000;9;0.7916
71;1;1 do 10 000 000;9;0.8163
72;1;1 do 10;9;1.0936
72;1;1 do 10 000;9;0.906
72;1;1 do 10 000 000;9;1.0687
73;1;1 do 10;9;0.8504
73;1;1 do 10 000;9;0.7879
73;1;1 do 10 000 000;9;0.7631
74;1;1 do 10;9;1.1221
74;1;1 do 10 000;9;1.3507
74;1;1 do 10 000 000;9;0.7216
75;1;1 do 10;9;0.8556
75;1;1 do 10 000;9;0.8023
75;1;1 do 10 000 000;9;0.7432
76;1;1 do 10;9;1.2378
76;1;1 do 10 000;9;0.7854
76;1;1 do 10 000 000;9;0.8049
77;1;1 do 10;9;0.7563
77;1;1 do 10 000;9;0.7893
77;1;1 do 10 000 000;9;0.7291
78;1;1 do 10;9;1.0191
78;1;1 do 10 000;9;0.7569
78;1;1 do 10 000 000;9;0.7672
79;1;1 do 10;9;0.9004
79;1;1 do 10 000;9;0.7954
79;1;1 do 10 000 000;9;0.7468
80;1;1 do 10;9;0.9664
80;1;1 do 10 000;9;0.9458
80;1;1 do 10 000 000;9;0.7778
81;1;1 do 10;9;0.9816
81;1;1 do 10 000;9;0.8753
81;1;1 do 10 000 000;9;0.7429
82;1;1 do 10;9;0.9605
82;1;1 do 10 000;9;0.761
82;1;1 do 10 000 000;9;0.7105
83;1;1 do 10;9;0.7543
83;1;1 do 10 000;9;0.6865
83;1;1 do 10 000 000;9;0.723
84;1;1 do 10;9;1.5268
84;1;1 do 10 000;9;1.2744
84;1;1 do 10 000 000;9;0.8288
85;1;1 do 10;9;0.9294
85;1;1 do 10 000;9;0.6959
85;1;1 do 10 000 000;9;0.7181
86;1;1 do 10;9;1.0226
86;1;1 do 10 000;9;0.7404
86;1;1 do 10 000 000;9;0.6869
87;1;1 do 10;9;0.9871
87;1;1 do 10 000;9;0.7838
87;1;1 do 10 000 000;9;0.7739
88;1;1 do 10;9;0.9297
88;1;1 do 10 000;9;0.8104
88;1;1 do 10 000 000;9;1.4199
89;1;1 do 10;9;1.0214
89;1;1 do 10 000;9;0.8158
89;1;1 do 10 000 000;9;1.2995
90;1;1 do 10;9;0.9993
90;1;1 do 10 000;9;0.8405
90;1;1 do 10 000 000;9;0.725
91;1;1 do 10;9;0.8256
91;1;1 do 10 000;9;1.4108
91;1;1 do 10 000 000;9;0.6967
92;1;1 do 10;9;0.8437
92;1;1 do 10 000;9;0.7083
92;1;1 do 10 000 000;9;0.6912
93;1;1 do 10;9;0.7359
93;1;1 do 10 000;9;0.7056
93;1;1 do 10 000 000;9;0.6606
94;1;1 do 10;9;0.9334
94;1;1 do 10 000;9;0.868
94;1;1 do 10 000 000;9;0.7245
95;1;1 do 10;9;1.6664
95;1;1 do 10 000;9;0.7266
95;1;1 do 10 000 000;9;0.6933
96;1;1 do 10;9;0.8128
96;1;1 do 10 000;9;0.7962
96;1;1 do 10 000 000;9;0.7336
97;1;1 do 10;9;0.9083
97;1;1 do 10 000;9;0.8729
97;1;1 do 10 000 000;9;0.7505
98;1;1 do 10;9;0.9427
98;1;1 do 10 000;9;0.8104
98;1;1 do 10 000 000;9;0.7539
99;1;1 do 10;9;0.826
99;1;1 do 10 000;9;0.8341
99;1;1 do 10 000 000;9;0.7896
100;1;1 do 10;9;0.7456
100;1;1 do 10 000;9;0.7936
100;1;1 do 10 000 000;9;0.7851
1;1;1 do 10;10;2.9088
1;1;1 do 10 000;10;1.5438
1;1;1 do 10 000 000;10;1.5151
2;1;1 do 10;10;1.869
2;1;1 do 10 000;10;1.4944
2;1;1 do 10 000 000;10;1.5821
3;1;1 do 10;10;1.688
3;1;1 do 10 000;10;1.5199
3;1;1 do 10 000 000;10;1.5059
4;1;1 do 10;10;1.7616
4;1;1 do 10 000;10;1.558
4;1;1 do 10 000 000;10;1.5841
5;1;1 do 10;10;1.6073
5;1;1 do 10 000;10;1.5602
5;1;1 do 10 000 000;10;1.4706
6;1;1 do 10;10;1.8302
6;1;1 do 10 000;10;1.601
6;1;1 do 10 000 000;10;2.6736
7;1;1 do 10;10;2.6494
7;1;1 do 10 000;10;2.1535
7;1;1 do 10 000 000;10;1.9901
8;1;1 do 10;10;2.6029
8;1;1 do 10 000;10;1.5933
8;1;1 do 10 000 000;10;1.8502
9;1;1 do 10;10;1.767
9;1;1 do 10 000;10;1.724
9;1;1 do 10 000 000;10;1.413
10;1;1 do 10;10;1.7194
10;1;1 do 10 000;10;2.3151
10;1;1 do 10 000 000;10;2.0083
11;1;1 do 10;10;1.6773
11;1;1 do 10 000;10;1.5093
11;1;1 do 10 000 000;10;1.4709
12;1;1 do 10;10;1.8315
12;1;1 do 10 000;10;2.5114
12;1;1 do 10 000 000;10;1.8239
13;1;1 do 10;10;1.7413
13;1;1 do 10 000;10;1.3919
13;1;1 do 10 000 000;10;2.3958
14;1;1 do 10;10;2.3706
14;1;1 do 10 000;10;1.4442
14;1;1 do 10 000 000;10;1.8858
15;1;1 do 10;10;1.7231
15;1;1 do 10 000;10;1.4746
15;1;1 do 10 000 000;10;1.4205
16;1;1 do 10;10;2.155
16;1;1 do 10 000;10;1.3616
16;1;1 do 10 000 000;10;1.8508
17;1;1 do 10;10;1.6932
17;1;1 do 10 000;10;1.6535
17;1;1 do 10 000 000;10;2.5416
18;1;1 do 10;10;1.3532
18;1;1 do 10 000;10;2.6749
18;1;1 do 10 000 000;10;1.4722
19;1;1 do 10;10;1.7878
19;1;1 do 10 000;10;1.5171
19;1;1 do 10 000 000;10;1.4733
20;1;1 do 10;10;1.7014
20;1;1 do 10 000;10;1.3944
20;1;1 do 10 000 000;10;2.2828
21;1;1 do 10;10;1.8004
21;1;1 do 10 000;10;1.5395
21;1;1 do 10 000 000;10;1.4063
22;1;1 do 10;10;1.4841
22;1;1 do 10 000;10;2.6184
22;1;1 do 10 000 000;10;1.9045
23;1;1 do 10;10;2.1059
23;1;1 do 10 000;10;1.6467
23;1;1 do 10 000 000;10;1.5424
24;1;1 do 10;10;1.5528
24;1;1 do 10 000;10;1.4215
24;1;1 do 10 000 000;10;1.6186
25;1;1 do 10;10;1.9498
25;1;1 do 10 000;10;1.7163
25;1;1 do 10 000 000;10;1.6126
26;1;1 do 10;10;1.4777
26;1;1 do 10 000;10;1.5018
26;1;1 do 10 000 000;10;1.6534
27;1;1 do 10;10;1.6366
27;1;1 do 10 000;10;2.486
27;1;1 do 10 000 000;10;2.173
28;1;1 do 10;10;1.6842
28;1;1 do 10 000;10;1.7469
28;1;1 do 10 000 000;10;1.8493
29;1;1 do 10;10;1.707
29;1;1 do 10 000;10;1.4487
29;1;1 do 10 000 000;10;1.7067
30;1;1 do 10;10;1.9445
30;1;1 do 10 000;10;1.7547
30;1;1 do 10 000 000;10;1.4038
31;1;1 do 10;10;1.8823
31;1;1 do 10 000;10;1.9678
31;1;1 do 10 000 000;10;2.8152
32;1;1 do 10;10;1.9385
32;1;1 do 10 000;10;1.4572
32;1;1 do 10 000 000;10;2.488
33;1;1 do 10;10;1.9329
33;1;1 do 10 000;10;1.511
33;1;1 do 10 000 000;10;2.9751
34;1;1 do 10;10;2.704
34;1;1 do 10 000;10;2.0132
34;1;1 do 10 000 000;10;2.8852
